,SOLARINDS,AJANTPHARM,ALKYLAMINE,NAVINFLUOR,RELAXO,PIDILITIND,VINATIORGA,KAJARIACER,AARTIIND,CERA,SCHAEFFLER,PIIND,EICHERMOT,GARFIBRES,SUPREMEIND,SRF,BALKRISIND,PAGEIND,VGUARD,TATAELXSI,RATNAMANI,GRINDWELL,BERGEPAINT,SHREECEM,HINDUNILVR,BAJAJFINSV,UNOMINDA,KPRMILL,KEI,HAVELLS,CCL,TORNTPHARM,SUNDRMFAST,JKCEMENT,POLYMED,JBCHEPHARM,SONATSOFTW,HDFCBANK,CANFINHOME,ZFCVINDIA,APCOTEXIND,SUNDARMFIN,TVSMOTOR,HCLTECH,TITAN,MPSLTD,SKFINDIA,SUPRAJIT,BALAMINES,TIMKEN,AARTIDRUGS,KNRCON,TIPSMUSIC,PVRINOX,BAJAJHLDNG,DIVISLAB,TCS,JKLAKSHMI,BATAINDIA,DABUR,ULTRACEMCO,PGHL,LINDEINDIA,CARBORUNIV,RSYSTEMS,GODREJCP,NATCOPHARM,CEATLTD,MMFL,MARUTI,3MINDIA,RAMCOCEM,TIIL,DCMSHRIRAM,FINPIPE,GHCL,TANLA,ELGIEQUIP,ICIL,LTFOODS,ESCORTS,ASTEC,GUFICBIO,APARINDS,VINYLINDIA,WELSPUNLIV,STERTOOLS,CANTABIL,SAKSOFT,TRIDENT,SOMANYCERA,TATACONSUM,FIEMIND,LGBBROSLTD,IGL,DHANUKA,NOCIL,COLPAL,UPL,GAEL 
KNRCON,50.00831672704111,55.00905227295194,55.01430616700396,55.01156733381842,55.006386224448214,50.00903918735718,55.00976775100687,55.01161400029903,55.011464400690784,55.007420403957305,55.0078518583231,50.009979644899474,50.012076411533656,55.01541219272594,50.0074505306239,50.014140215086336,55.01192470117736,50.008250074116305,55.01127347463303,50.01782090194447,55.01026989694039,55.00856164925324,55.00980038405909,50.011295878118325,50.0033347716866,50.01437295124123,55.01449118664597,55.01718101468736,50.017604373676114,50.01230468216449,55.015998382546556,50.00600164422734,55.01336566199786,55.015669468466,55.00705123100914,55.010132304837086,55.01092380709082,50.008994975315915,55.01789057869684,55.009253554863754,55.01430601261367,55.00738700109091,50.01251382863383,50.005660603192496,50.00996097381613,55.01020788406903,55.00992055759958,55.01337726470657,55.01689946340751,55.01187358266207,55.00977883626475,-1450.0979300142262,55.013708685900696,55.01185338525781,50.008853798497825,50.009015051104925,50.004178551907515,55.01580032619651,50.01153988759574,50.00656678921343,50.01206980539241,55.00914905717014,55.011952557864056,55.01193840638417,55.0093088022237,50.008912005358084,55.008078182015126,55.01488587305679,55.014685577389606,50.01054033713879,55.010183337610975,50.01497971355377,55.01580754920258,55.01548135678406,55.01186158043475,55.01861425141467,55.018586979254216,55.01139647805329,55.01617063006089,55.017142859392614,50.01795859607492,55.01327358258269,55.01475646343091,55.01539187737587,55.0187345519179,55.01921138543554,55.01653729007462,55.00994275133863,55.01659815037589,55.02103149690806,55.01651968914049,50.01519877355706,55.013394037898344,55.014643088053525,50.01087778226852,55.00995727687745,55.02048117619499,50.003559171820655,50.01259741931896,55.01839791398373
TIPSMUSIC,50.00839995218351,55.00644283374716,55.013123145219566,55.01284520710083,55.00787323631663,50.00709112426838,55.0080060298341,55.00909394440205,55.01172115159115,55.01078265018958,55.00643074212339,50.00692724279592,50.010489183202466,55.01276851274448,50.006973181133326,50.01602575541171,55.010832207832095,50.00967741667487,55.00950884872021,50.01416781356091,55.00875524749822,55.007603422043786,55.010298060500695,50.008542878925745,50.00365124780699,50.012510526866286,55.01604340451185,55.01497094249614,50.02100169001597,50.00965279010641,55.015187155265416,50.00380954974755,55.00993385720508,55.009023202379815,55.008652290672494,55.01018475719163,55.01330083784836,50.0066327447902,55.01619232686113,55.006745513227585,55.015049119884104,55.005770635934994,50.01184627066542,50.006906305898895,50.01010209387419,55.01285362563489,55.00842676768606,55.01188082268347,55.02159865896588,55.010971564550886,55.0123237309343,55.013708685900696,-1450.0896526942527,55.011784749000974,50.00717171924675,50.00776071988136,50.00608723171549,55.01325048975775,50.01030496402734,50.005581414552246,50.00991885066281,55.00775565483925,55.010507538751405,55.009391142373374,55.01159648603035,50.005858582073245,55.01033714705423,55.01259041313073,55.013371030630225,50.00997203534192,55.006704255797864,50.010713315374936,55.020108034534935,55.01805712536582,55.01260458073724,55.0171682715223,55.0201293213166,55.01324343573638,55.02127857879161,55.01927885431612,50.01897606849991,55.016930555309735,55.020771452668534,55.01349040409464,55.02123572628141,55.016387949442915,55.0154757779625,55.010320682379955,55.017092286188486,55.02449292069127,55.0147679009176,50.01590212583081,55.01447518790738,55.013686733793286,50.01020053182429,55.009521561421494,55.02361638654713,50.00728077801511,50.013742189580654,55.019412006760305
PVRINOX,50.00720851818924,55.00881647050425,55.01569282073251,55.01261590774795,55.00877266784208,50.009779372370716,55.009315653822995,55.01196711838102,55.012797559645136,55.01098588651406,55.00678817465193,50.0082218555427,50.0140738201065,55.00918351548854,50.008546079826345,50.016411301169484,55.012213082791156,50.011628584233954,55.010733080074736,50.01586621668249,55.00708403157794,55.00795078858812,55.01110863316231,50.011249965763845,50.007080557702245,50.0178024792901,55.01758459075058,55.014633477637574,50.01816596570516,50.01222457437517,55.01232818293215,50.00664203944607,55.01273732720514,55.011743145849195,55.00764721961881,55.00936296361061,55.011443092785214,50.01026670906108,55.01806211804393,55.005982103987705,55.01293810059605,55.00889088720843,50.01754519232953,50.00786867422411,50.01394300796135,55.012206563951096,55.00850066590176,55.009466102260006,55.01990398691056,55.00923902588542,55.01208404500996,55.01185338525781,55.011784749000974,-1450.085514224171,50.009112835771646,50.01047053031941,50.00593292049668,55.01393222146408,50.01445484514169,50.008241511938564,50.013719683195156,55.01023617576717,55.012546435368584,55.010795432182356,55.01068019606192,50.0084475288162,55.00910783647787,55.01489938173717,55.0152114488434,50.01468242078102,55.010082053666366,50.01388049093633,55.01560430870137,55.01584493731304,55.01204166250797,55.013834330251264,55.01560960013149,55.008948576224846,55.01493985072329,55.01664472124177,50.020706648859466,55.01246424503514,55.018088951460186,55.01111757088368,55.01393161537352,55.017259681767996,55.01413069598309,55.011911376212595,55.01135541898966,55.016641923261524,55.01286085247633,50.01473063900235,55.01446001906079,55.01420990986783,50.01054400506997,55.009090866100756,55.020600022203155,50.006102755016755,50.01549804250407,55.01898872542617
BAJAJHLDNG,50.00632553019167,50.007070509212596,50.00928538323331,50.01055807251328,50.007158803390006,50.00664894561213,50.008403183557995,50.00933003092488,50.0091312278116,50.005278875278826,50.00623106264938,50.00744407817404,50.009452076917704,50.00820038935668,50.00809479415013,50.011541998076886,50.00894534538332,50.006751635035734,50.00791305602798,50.01094736575458,50.007620807475135,50.007738225229524,50.008016032287436,50.00901617789641,50.00416451821398,55.018994304779916,50.01096971100191,50.00918731380771,50.014866093139624,50.00958063175856,50.00936038052187,50.00472059506512,50.00962154807078,50.00930712463036,50.00724870997992,50.005792600404064,50.00833685647843,55.00832821876385,50.01369883857823,50.00606178218119,50.009653009064,50.00725512438305,50.009629475919006,50.00374128609485,50.00970011173969,50.00818707865012,50.00796715109875,50.008283387016796,50.01352018578245,50.00893872783754,50.00841894043406,50.008853798497825,50.00717171924675,50.009112835771646,-1450.0740682290404,50.0056806888072,50.00509427477516,50.01184750562028,50.01008081875754,50.0054407036402,50.01001049050311,50.005734540170316,50.008797475150075,50.00993802262677,50.00643852268954,50.00810154788088,50.00799912092456,50.01028276452433,50.012324774438255,50.010512881783406,50.00662507183369,50.010330690062155,50.01477734908331,50.01259748024092,50.0111873493898,50.013443016419025,50.012544238778155,50.00867140141353,50.012859746673385,50.01099232816379,50.011142581606535,50.00910325318516,50.01219947890645,50.0093596738021,50.01214726471882,50.01222031003524,50.011833186104106,50.011109632069186,50.00901315713407,50.01227655817891,50.01363497868306,50.011118256885666,50.01173362503174,50.00894227523499,50.008663812224874,50.00785979376743,50.01392040210097,50.004253981343076,50.01241511136869,50.012519641477795
DIVISLAB,50.006390089524906,50.01135341182843,50.01154564885994,50.011168507100386,50.0069619292517,50.00933356654298,50.008126033511225,50.00819395688338,50.01084978592821,50.005761371156424,50.004923758284185,50.00910136932457,50.00894476977085,50.0075294969266,50.0055299230109,50.01399329359351,50.00918304898069,50.00818322734353,50.00543754851649,50.01274642672096,50.006299101317516,50.005376800784134,50.00980966257494,50.00910844868628,50.006442443910665,50.00973185486811,50.010109416568724,50.010890378640745,50.010486793181016,50.00964133367522,50.00984572353522,55.01148398864217,50.00824130119542,50.007222026802594,50.008045457266725,50.01070497847331,50.010672149816145,50.006593198251025,50.01178577864924,50.00471173352054,50.00793496266315,50.00649651860109,50.01035032437756,50.00922952935357,50.009015470921774,50.00918641662322,50.005662476771654,50.00643269808,50.01482906367855,50.00679606048959,50.01199260918082,50.009015051104925,50.00776071988136,50.01047053031941,50.0056806888072,-1450.0717020736222,50.00719655462927,50.0080693746881,50.00972736327118,50.00940375088238,50.009960900024836,50.00791689840513,50.00742779221369,50.006675970339536,50.009864167289635,50.00870579271365,50.012932055473165,50.010630789205614,50.009609165330666,50.0086391537812,50.00759946153703,50.00938127348639,50.01304147131004,50.013174845523686,50.00800917611011,50.01227687976812,50.01275663987085,50.006120308720725,50.01130131552718,50.01140219450874,50.01537363309721,50.01005806152003,50.01453711033002,50.00740730102179,50.011255267614786,50.01295820877413,50.005926543575406,50.00709599139339,50.01131611032682,50.014604508346146,50.00863642750553,50.013648290772174,50.008141069608406,50.00826290874013,50.008111453733335,50.00796585936269,50.014382781948754,50.0068780303186,50.01021612385806,50.01280512203554
TCS,50.00357123758507,50.004228163588486,50.00550237446279,50.006011778108245,50.00461187423703,50.00599649426965,50.00404673271181,50.00555972497893,50.005463029192434,50.005054555547474,50.00414304078515,50.00653021636282,50.0057697007375,50.0050190681261,50.004227168359606,50.00791035761774,50.006569458030256,50.0058025607626,50.005491637554634,55.01300086785757,50.003973084305095,50.00325404170599,50.007027859703776,50.00688295759544,50.006146036443816,50.00776910657329,50.00839714453895,50.007144784142156,50.00658749450911,50.00624736902069,50.00660094917703,50.00422792729547,50.00620856854287,50.0049795104653,50.005243000031825,50.00416302188695,50.01170361549636,50.007309156277245,50.006817344872296,50.00376645094455,50.0053597460966,50.00422080712081,50.00689491294742,55.01924841513956,50.007821489829425,50.00622499178929,50.0042858285433,50.00533507191131,50.00997370819969,50.00547331090325,50.00616369383086,50.004178551907515,50.00608723171549,50.00593292049668,50.00509427477516,50.00719655462927,-1450.0666010606888,50.00574584276073,50.0086214524496,50.0051968212847,50.007238895420386,50.00333506742638,50.004272295766604,50.00349645243784,50.00556922244657,50.00718265637426,50.004885124928116,50.005277118407406,50.00429260860634,50.00624687438563,50.00507175247886,50.00640270172446,50.008437516528716,50.00543927095124,50.00689304035314,50.00707047537636,50.00528305444812,50.0033365289123,50.00524263007606,50.00591096211699,50.010211136227014,50.00561834956419,50.006801191124566,50.00610836134436,50.006333928860016,50.007324706853076,50.00372849850253,50.00326507774495,50.00985140077075,50.007994684919595,50.007805603954225,50.00882471408236,50.006163873368635,50.00658455970501,50.00547143263656,50.00453802009703,50.009914551553656,50.00406532268582,50.00939998927031,50.00744255255796
JKLAKSHMI,50.00879585957942,55.01159580369046,55.01496040501,55.01264645506277,55.00990034776173,50.010854090110136,55.01125515503495,55.01362551041409,55.01380764769531,55.00988863178348,55.008771010846544,50.01259806391636,50.01541193387716,55.012601466927464,50.008431596775864,50.01676525544445,55.0132034326221,50.01252095208955,55.01264790940386,50.0149152166163,55.011333441292194,55.01121721643749,55.012385630798775,50.01710887379633,50.00579354501251,50.01774902597432,55.01664295325953,55.01576432983909,50.0216523313671,50.01210642153075,55.01619592627934,50.00515562987104,55.01355844607497,55.02567613264768,55.00704047548971,55.01228408668156,55.01462045820295,50.01139507002258,55.01888144708303,55.007964487078176,55.015984141642065,55.011010597771644,50.01425719742073,50.00723132190552,50.01338753057668,55.01392981532125,55.01006645942017,55.013365328115746,55.02459485279916,55.013100126221886,55.01253232866414,55.01580032619651,55.01325048975775,55.01393222146408,50.01184750562028,50.0080693746881,50.00574584276073,-1450.0820614157262,50.0130921501459,50.00783444603383,50.02019447964093,55.00972074765493,55.01396513242928,55.01159886488032,55.0082322090556,50.00797366128761,55.00958932768231,55.01685274129205,55.01418975896719,50.014801831707715,55.01088122763539,50.022530219422805,55.017216431458266,55.018205895620525,55.01661947038625,55.01712295106413,55.016577291013746,55.01143415407375,55.023631239965304,55.020576543623164,50.02185317406404,55.017140850968744,55.01925008190816,55.02004316412129,55.01881273078311,55.02299234277023,55.01461113709748,55.00961182555715,55.01433274601532,55.02250638093005,55.019685875860056,50.016979919256066,55.015182456571196,55.015850580283285,50.010923467687284,55.01148418599693,55.025024232980826,50.00721590845365,50.0158201691822,55.01943073514099
BATAINDIA,50.008905347555356,50.0109006553285,50.014666545582365,50.01381614603199,50.01273691490775,50.010765634355934,50.01239789977638,50.01310740615358,50.01293068253446,50.00862343925074,50.00826070668048,50.01071584625856,50.01474776947051,50.010899794490925,50.00891758734863,50.01748927132588,50.01327218948148,50.012874569827765,50.012092675184554,50.01729279468537,50.00865236625802,50.00816875810339,50.01384617396022,50.0117343817949,50.009459033943266,50.01777738391046,50.01446096489816,50.01423105995266,50.018158465929886,55.013530109310125,50.01319117738222,50.00832211794074,50.012325686706454,50.01198610304975,50.00834200938823,50.00973108901613,50.01264106965396,50.011436792665464,50.01739868763338,50.00841257874044,50.013527500550076,50.00866091801943,50.01613313604368,50.00834023574629,55.01707268636951,50.0107963529225,50.010257231617636,50.01126072971687,50.018911658090175,50.0129180566008,50.009922064838435,50.01153988759574,50.01030496402734,50.01445484514169,50.01008081875754,50.00972736327118,50.0086214524496,50.0130921501459,-1450.0731777679982,50.0084826875699,50.013454677033536,50.00993233073275,50.0118443001653,50.01048055962093,50.00964036038283,50.010163332731594,50.01160896776516,50.01547673838083,50.01086181398756,50.01435004739977,50.01033446091051,50.01358581767516,50.01483108798897,50.01432813663589,50.01361720335103,50.01570022073242,50.016699759933566,50.01008630770328,50.01650891306925,50.0150755344084,50.020914951373754,50.01618821751123,50.01540744879363,50.01338546650496,50.015279495799724,50.017141045638624,50.01163369749181,50.009491721603084,50.01565041570237,50.019131316240056,50.014069606652804,50.018321540530344,50.01298112610324,50.01338938432147,50.01222631487219,50.01044127846937,50.020573826450835,50.00942930541762,50.01704426526751,50.018256959690845
DABUR,50.00352360373113,50.00821814565268,50.006753658818276,50.008769076657515,50.00666366765877,50.0095661228223,50.00665770735905,50.00771447223372,50.00637813298392,50.00599646597605,50.004478271145274,50.00736027336919,50.008178544218254,50.00595529995586,50.00530926252633,50.00931497085409,50.00672988076991,50.007985063098765,50.0064278886497,50.00948740801113,50.00465020382014,50.00375118297578,50.00904530149073,50.007905714044675,55.01073706482692,50.00978812274626,50.00971844352929,50.007146192910675,50.00886842582308,50.00947993997377,50.00702684323578,50.006966997827135,50.00633505413342,50.007376953112384,50.00371151466378,50.00544555865035,50.00725735064977,50.00599103922268,50.008006133604276,50.004468358450595,50.00708308564412,50.00522837179787,50.00821099156075,50.00687564005522,50.01011507832739,50.00676870636838,50.00565689329671,50.00632501457177,50.0111399946352,50.0074759216407,50.00810459596861,50.00656678921343,50.005581414552246,50.008241511938564,50.0054407036402,50.00940375088238,50.0051968212847,50.00783444603383,50.0084826875699,-1450.0654558496014,50.008480973284364,50.00588612607611,50.006803874777205,50.00611810437718,50.00559851266933,55.01267219544888,50.00713066644873,50.008332806301404,50.00678592034933,50.00898640408064,50.007259461309175,50.008523973945465,50.008440621754986,50.0095057321042,50.00640986383714,50.00815426958549,50.00929818826248,50.00459647946576,50.00894091053466,50.009566290523864,50.01245136631788,50.00924394601633,50.0101944468498,50.006171896964666,50.00781422120529,50.009579046639594,50.00642229482582,50.00345398858743,50.01027923168564,50.0087256851351,50.00804117715814,55.010995418446235,50.00765251804736,50.00618648367383,50.006890529527745,50.00606192125416,50.01273052799641,55.00820904191289,50.01046798104158,50.009073324938
ULTRACEMCO,50.0076898742828,50.00890398853069,50.01375284691395,50.01201606542586,50.00831383455747,50.01204289402663,50.009621072923224,50.0125890791407,50.01177040077526,50.009206062778325,50.007478234709644,50.0122624479654,50.01461276976208,50.00927488182424,50.008836856068264,50.017020265488476,50.01274960611103,50.0110870520882,50.01102895045304,50.01422004258211,50.00790307760468,50.00793354508466,50.01337486056062,55.01943028842236,50.008258448512194,50.017452704403574,50.01345078382552,50.0134902692231,50.01655570527818,50.01393728811158,50.01239795185506,50.00592096164806,50.01170806653099,50.015881098910775,50.00763270954646,50.008704843716224,50.01131835316907,50.01269098606425,50.01665414264637,50.00694903085828,50.012858738281416,50.00869010502691,50.01509535173181,50.00771855565622,50.01292261608691,50.01003729418168,50.00922387076867,50.010397712277125,50.018287048481675,50.01085677668749,50.01099847150445,50.01206980539241,50.00991885066281,50.013719683195156,50.01001049050311,50.009960900024836,50.007238895420386,50.02019447964093,50.013454677033536,50.008480973284364,-1450.0684068460778,50.00789223307782,50.01106794116379,50.00947291665696,50.00638344050219,50.00984691669679,50.00732832500171,50.01420141390589,50.010578571822435,50.01615843502942,50.010027852952504,50.020415319236584,50.015157868554304,50.014790154062815,50.01318092812091,50.01459610087205,50.01195345485508,50.00829611745297,50.0157466886816,50.01369223145289,50.0187847922039,50.01053616887106,50.013091641426,50.011038326423275,50.0142283221917,50.01530621220216,50.012075551045164,50.009227788420155,50.01064123409714,50.01654115049762,50.014464668722745,50.015955886088236,50.01171978213414,50.01236559229184,50.01262431754676,50.009468648411115,50.01978113233548,50.00728982604059,50.0157692449535,50.01662274987085
PGHL,50.00741274113791,55.006627788758344,55.013369429559354,55.009963284996466,55.0072694352917,50.006167201049585,55.0078460222686,55.0086338671014,55.011033146827195,55.00596086061861,55.006108481867685,50.00774371969813,50.00797819503459,55.009641747562895,50.007364062965834,50.01173925341152,55.00886741690699,50.007946051728226,55.00796393637225,50.01213897457177,55.006895763674386,55.00660692354702,55.00715415604437,50.0061791095503,50.00499041988038,50.01149939668669,55.00977021583979,55.01077904832013,50.015478128000794,50.009055211166825,55.00947974715574,50.00805883482825,55.0093973722162,55.00812338829009,55.00715039345352,55.00888501726455,55.00921663710247,50.0073843603464,55.01130111149019,55.00363344013639,55.01068810908654,55.00535199497993,50.01055824150516,50.00542087128263,50.00878339849791,55.00964461306141,55.005994701273984,55.00792861232686,55.016123315236946,55.00977545315715,55.010397824880144,55.00914905717014,55.00775565483925,55.01023617576717,50.005734540170316,50.00791689840513,50.00333506742638,55.00972074765493,50.00993233073275,50.00588612607611,50.00789223307782,-1450.0789306440277,55.009896788312226,55.007453049783656,55.00856023008785,50.006277227285764,55.00996504028067,55.011242825672284,55.009697625890105,50.008078679511556,55.008708533210395,50.00753346014924,55.01262960880516,55.012349544060726,55.00968679894998,55.01369703784294,55.014032288481786,55.007792663494335,55.01308676549073,55.012624467448276,50.01467574861545,55.01299753945143,55.013413293197,55.01106946438188,55.01306987063613,55.01479185907088,55.0083043743814,55.00687924573907,55.01186411594449,55.01383940615978,55.007738356891544,50.01198469285395,55.00944029239067,55.009879346353976,50.007751541713986,55.009249721264695,55.01613344932288,50.005214390281324,50.010109968375865,55.01305446266776
LINDEINDIA,50.00818959591431,55.00982235181889,55.01505481036598,55.011475652974404,55.008450433311275,50.007814222564,55.00886733659101,55.00887802921322,55.010843846159545,55.0084750894874,55.00900070448051,50.008222524060564,50.009810429048926,55.01008610995816,50.00718024850536,50.01351706703628,55.011276230269274,50.00726472746803,55.00742875615628,50.01221009798947,55.00856216015664,55.00826818729485,55.00754656494097,50.01016824416353,50.005082085840854,50.014110332152384,55.01544280852497,55.011124029454486,50.013322188988965,50.01098618317645,55.0128650399057,50.005390313656626,55.01181734083118,55.01059060920336,55.00864969507159,55.00994906083156,55.01208349604162,50.00846806720417,55.01549274386166,55.009077272709845,55.010713982976256,55.00789837292148,50.01298011857,50.00553650656948,50.01019957775248,55.01263525899377,55.00811977198049,55.00865766683553,55.01953995090098,55.013830682925324,55.01089263084244,55.011952557864056,55.010507538751405,55.012546435368584,50.008797475150075,50.00742779221369,50.004272295766604,55.01396513242928,50.0118443001653,50.006803874777205,50.01106794116379,55.009896788312226,-1450.0779750387662,55.010641376201434,55.00914098831964,50.00831171470041,55.00780467335778,55.01375350478088,55.01159959758265,50.012230349437004,55.01019843714613,50.0122997986498,55.01678273107674,55.01518673943948,55.01171197119571,55.01596539539292,55.01610229112805,55.00956901465836,55.01460254189196,55.015626439785414,50.0160801061485,55.013274692701195,55.01715566107256,55.01317194923918,55.01532305184622,55.01614220259041,55.011893524698756,55.01157805469545,55.01278027990064,55.016331903398715,55.011500147468176,50.01467415673193,55.01389699288235,55.01160923505644,50.00958748413207,55.00926555101668,55.0189930272592,50.00674688792163,50.013370064091134,55.01535418503908
CARBORUNIV,50.008620520795816,55.00551986751928,55.01319105513867,55.011328217430396,55.00742300550945,50.00744713335516,55.008647132990816,55.01110115593872,55.01083662920596,55.0085199376165,55.007462900022475,50.006905874888965,50.01014569716128,55.00936769907042,50.008048276302326,50.011667945261756,55.01112823503323,50.00793626727455,55.01037520355525,50.01172191923799,55.006907456046655,55.011086778087154,55.00981587749085,50.008265532175955,50.0038213149849,50.013905033704646,55.01653778241445,55.01338700813112,50.01519535618539,50.01065864176341,55.011764452998115,50.00453149909647,55.013637260862076,55.01031751062724,55.00433118591688,55.00805979973722,55.0103741515891,50.007911555232226,55.01454148566437,55.00670724389205,55.01107310854759,55.00813651477334,50.01061625842415,50.004614237161995,50.01101122625165,55.00770469607718,55.008655317685225,55.01075322443611,55.01463314374066,55.01011971448453,55.00876340202489,55.01193840638417,55.009391142373374,55.010795432182356,50.00993802262677,50.006675970339536,50.00349645243784,55.01159886488032,50.01048055962093,50.00611810437718,50.00947291665696,55.007453049783656,55.010641376201434,-1450.068472379226,55.00662965588169,50.00807167843495,55.00533429562376,55.011638033189385,55.0100718812511,50.009862467550086,55.010003273096146,50.012453598405905,55.01462836493004,55.01403089234373,55.01132239363103,55.0143258631649,55.01410540959989,55.01014086137691,55.01366749731339,55.012451913402906,50.01400887944497,55.01089223529048,55.01529194676694,55.013608261831685,55.01114709790159,55.014045495044144,55.01318429709482,55.006889778957046,55.011548648432274,55.01719362250908,55.01303217659828,50.012911409316374,55.01124761978108,55.01123641537431,50.01119019384891,55.00739472128203,55.017871949757975,50.00471306076691,50.01218186770797,55.0163280116276
RSYSTEMS,50.00534674456181,55.008950287327714,55.009222325071875,55.008651469806594,55.006258716240175,50.00621026346361,55.0095971671755,55.00770385629679,55.00981889041499,55.00752579258177,55.00453386050896,50.007919176727604,50.00666989623143,55.01198192264695,50.005527274807164,50.01322150451461,55.00684296401758,50.007831935358716,55.00766270598599,50.01491008838734,55.00685741947397,55.0051600139672,55.008371051976546,50.007006112303216,50.003741334721646,50.0116431758025,55.010052853256774,55.01050476908927,50.01526553424042,50.008032836854944,55.0102613839572,50.00784504057368,55.009031695077525,55.00804933580262,55.008576320383504,55.01203675033714,55.01485615957437,50.00564841663568,55.01111135856703,55.00389643430598,55.00977002510311,55.00331142430135,50.00924745884018,50.007438625765175,50.00781187831718,55.01070172997329,55.00599641844218,55.01104778752065,55.01460334742879,55.00990095752028,55.01476012974372,55.0093088022237,55.01159648603035,55.01068019606192,50.00643852268954,50.009864167289635,50.00556922244657,55.0082322090556,50.00964036038283,50.00559851266933,50.00638344050219,55.00856023008785,55.00914098831964,55.00662965588169,-1450.0674288739226,50.0065706970308,55.009285255966404,55.01090915392071,55.00700420583345,50.006069278427866,55.00612128199448,50.007523168115306,55.01108555412703,55.01230616613676,55.01088823794155,55.01598385163379,55.01475875050931,55.009387710739745,55.01646569255795,55.014493552642996,50.013619672296215,55.01003346114976,55.01370824678612,55.0092915433289,55.015627630105925,55.013161892738694,55.00918654409809,55.009659570207404,55.02071046065355,55.01772302842704,55.010763024574096,50.011192460814165,55.011855423950614,55.01014160403131,50.005000585104305,55.011606111623436,55.016729389347155,50.00350163640109,50.01060576214816,55.01541157741304
GODREJCP,50.004723950509614,50.01069896565236,50.00738732128994,50.00967493610704,50.006294079728335,50.009976935959564,50.00761945397188,50.00854880420584,50.00890127852255,50.00681453528469,50.004786977933804,50.00888754337575,50.0112326394776,50.00791172630656,50.0063244832613,50.01062332400773,50.00934600047225,50.0085306139109,50.006507359263445,50.011707123953315,50.00520469080203,50.004814440081894,50.01049914964226,50.00954968260042,55.01002696580529,50.01213765447265,50.01223252890762,50.00955153698735,50.011923462063685,50.01259999487937,50.00908649310854,50.00763434758943,50.00775007803284,50.007316856990236,50.0055204387421,50.008131692884675,50.00873120001602,50.00822512350983,50.01092478889947,50.005217330242516,50.010073420046155,50.00573410887997,50.010855299599235,50.00722154648469,50.01132741514979,50.006743475666404,50.00620794558766,50.00886809515964,50.01519761652716,50.0073633512629,50.00866272284349,50.008912005358084,50.005858582073245,50.0084475288162,50.00810154788088,50.00870579271365,50.00718265637426,50.00797366128761,50.010163332731594,55.01267219544888,50.00984691669679,50.006277227285764,50.00831171470041,50.00807167843495,50.0065706970308,-1450.0620058765464,50.00689312677349,50.01018616265271,50.008286317233505,50.011518121049335,50.008103981294546,50.0082716212256,50.01061077316324,50.010251988017465,50.00998378941214,50.0109624764699,50.010416865282096,50.007318847947346,50.01129633432522,50.01152702857262,50.01105850937049,50.008069706686406,50.01143144591434,50.00941008001988,50.00938228622103,50.011527089394,50.00630087909413,50.00492332738627,50.01023018488116,50.01210773170503,50.00895859020171,55.01280217762166,50.00938451141582,50.01069716733964,50.00907902111732,50.00815682124477,50.016055009757885,55.00869316217844,50.011323490863234,50.010815546035225
NATCOPHARM,50.00652914555801,55.01358492867676,55.011791929246016,55.011413274773076,55.00907616158973,50.00697822958411,55.01105156119013,55.00792526116253,55.01248491102128,55.00527955456219,55.00601543204391,50.010679071022615,50.00957586011157,55.010209479653625,50.00593106860454,50.01296197514043,55.008482431102735,50.00928274524447,55.008167663316065,50.01708965353224,55.006568563117,55.00715971255981,55.008722529708244,50.008152223707015,50.004776867293536,50.01110500738112,55.013161894478806,55.013944941553085,50.01503775643643,50.00978923148696,55.011410099813844,50.00969631076495,55.01050114443387,55.00742493989858,55.009953422364994,55.010306364531694,55.0124027077161,50.00607633950747,55.01021792472294,55.006410470556574,55.01211690550054,55.00786656154324,50.00877254049887,50.00667983577121,50.007433556104935,55.01308250422137,55.00740151853217,55.00860627711754,55.01598071171511,55.00906654563393,55.015421524159045,55.008078182015126,55.01033714705423,55.00910783647787,50.00799912092456,50.012932055473165,50.004885124928116,55.00958932768231,50.01160896776516,50.00713066644873,50.00732832500171,55.00996504028067,55.00780467335778,55.00533429562376,55.009285255966404,50.00689312677349,-1450.0648921505128,55.01282753725324,55.010445288373305,50.007861593975186,55.00874238909354,50.007426949307025,55.01328897762512,55.01585005325749,55.01009424055436,55.01298407455571,55.013812633982944,55.00779440371175,55.01440161872802,55.014549551829376,50.01571333957439,55.01492283763309,55.01540125089791,55.00944043030596,55.01470035175308,55.01360470763333,55.01149344537945,55.00473647862554,55.01204066618595,55.01796457241933,55.0120176681664,50.0114108411362,55.01051521708357,55.009958298715524,50.008504408589104,55.0099122184874,55.017201356596985,50.006473046579615,50.010735753314485,55.013661069210684
