,SOLARINDS,AJANTPHARM,ALKYLAMINE,NAVINFLUOR,RELAXO,PIDILITIND,VINATIORGA,KAJARIACER,AARTIIND,CERA,SCHAEFFLER,PIIND,EICHERMOT,GARFIBRES,SUPREMEIND,SRF,BALKRISIND,PAGEIND,VGUARD,TATAELXSI,RATNAMANI,GRINDWELL,BERGEPAINT,SHREECEM,HINDUNILVR,BAJAJFINSV,UNOMINDA,KPRMILL,KEI,HAVELLS,CCL,TORNTPHARM,SUNDRMFAST,JKCEMENT,POLYMED,JBCHEPHARM,SONATSOFTW,HDFCBANK,CANFINHOME,ZFCVINDIA,APCOTEXIND,SUNDARMFIN,TVSMOTOR,HCLTECH,TITAN,MPSLTD,SKFINDIA,SUPRAJIT,BALAMINES,TIMKEN,AARTIDRUGS,KNRCON,TIPSMUSIC,PVRINOX,BAJAJHLDNG,DIVISLAB,TCS,JKLAKSHMI,BATAINDIA,DABUR,ULTRACEMCO,PGHL,LINDEINDIA,CARBORUNIV,RSYSTEMS,GODREJCP,NATCOPHARM,CEATLTD,MMFL,MARUTI,3MINDIA,RAMCOCEM,TIIL,DCMSHRIRAM,FINPIPE,GHCL,TANLA,ELGIEQUIP,ICIL,LTFOODS,ESCORTS,ASTEC,GUFICBIO,APARINDS,VINYLINDIA,WELSPUNLIV,STERTOOLS,CANTABIL,SAKSOFT,TRIDENT,SOMANYCERA,TATACONSUM,FIEMIND,LGBBROSLTD,IGL,DHANUKA,NOCIL,COLPAL,UPL,GAEL 
UNOMINDA,50.01028697229428,55.0106213425693,55.01508816050054,55.013373608764454,55.010807377728064,50.010977099189624,55.01206923404599,55.01395459738153,55.0147603701049,55.01186793158116,55.00947828772896,50.01073304102959,50.0156537574259,55.01385228231137,50.01283097730731,50.01741490837418,55.0165518163381,50.01047717387746,55.01355289699433,50.019484183408494,55.01009568082456,55.011464314740614,55.01390592648285,50.01174167148399,50.007063377427905,50.01946395775639,-1450.1603343858262,55.01575090393347,50.023338330580664,50.017217034638556,55.01709276390885,50.00888435159794,55.015700489725646,55.0146543535643,55.00981463010392,55.01506951156716,55.01718679011931,50.011878641673356,55.01986248240575,55.01038353967387,55.013436310172054,55.009701912668135,50.015311716331354,50.008896252928764,50.01602227365188,55.0142483623867,55.011071454183266,55.0131242479711,55.02516955266265,55.0164810833619,55.01373286599785,55.01449118664597,55.01604340451185,55.01758459075058,50.01096971100191,50.010109416568724,50.00839714453895,55.01664295325953,50.01446096489816,50.00971844352929,50.01345078382552,55.00977021583979,55.01544280852497,55.01653778241445,55.010052853256774,50.01223252890762,55.013161894478806,55.02084429629937,55.016867139257045,50.015766824908546,55.01156342843672,50.01574304050378,55.01955866688283,55.0184463550853,55.01558589271879,55.0191652825789,55.0212556555515,55.01226385958079,55.02276450548514,55.01781341370914,50.023192805350156,55.024252859540475,55.021348707317344,55.01805883085241,55.01679550217133,55.02103420235003,55.01758955836607,55.018001599071575,55.018514758528966,55.02325417983206,55.015974742586955,50.01853015781904,55.014970898634616,55.017216479256234,50.01417403387721,55.01276167951811,55.02546929482005,50.00628429153866,50.018950057400836,55.02502114105605
KPRMILL,50.008760989441846,55.01019972464486,55.016027584161115,55.014652104345046,55.01081150010601,50.0098818432995,55.009617717192334,55.01276924330488,55.01410312704338,55.011688903046235,55.00999787804703,50.012908326704625,50.01409446353845,55.01372942178779,50.00954779335253,50.019425359792294,55.01311729211917,50.01036783428797,55.012074436079835,50.018996769587424,55.00889023586976,55.01114651644347,55.01228477714081,50.01184280152166,50.0052777280894,50.0185916256626,55.01575090393347,-1450.1460490410484,50.02133965738334,50.01488848606042,55.01759842568117,50.007560289302404,55.013893496943844,55.014686176673266,55.00865939112714,55.01336843876,55.018862885852776,50.011302444786665,55.02050169783795,55.00802465908571,55.01808222672466,55.00973147446517,50.01612912920339,50.00937536839878,50.01144782656985,55.01281384957625,55.00934947307942,55.01564607144507,55.0221226955239,55.013879003788865,55.014333853210864,55.01718101468736,55.01497094249614,55.014633477637574,50.00918731380771,50.010890378640745,50.007144784142156,55.01576432983909,50.01423105995266,50.007146192910675,50.0134902692231,55.01077904832013,55.011124029454486,55.01338700813112,55.01050476908927,50.00955153698735,55.013944941553085,55.01693653263797,55.01891935933003,50.01426535990334,55.01149938293602,50.01491204765512,55.021096094065705,55.017099246449405,55.01607363449833,55.01933374974624,55.02432143637411,55.01350340157655,55.02295450537243,55.01884195643173,50.022543810891655,55.01717501449691,55.02269566632142,55.01690323913541,55.016172940665996,55.02145003449877,55.017696933537714,55.01280931751919,55.017240173130126,55.0244419364229,55.01704727096175,50.017782523268416,55.01649604159972,55.01638766770262,50.01243444217148,55.011546121626054,55.02553365018304,50.006513100121,50.018451135409606,55.02113279239535
KEI,50.015191312433316,50.0137788498326,50.019593608290336,50.019135325052495,50.01259965615101,50.01221528379656,50.01723439993199,50.01542557374332,50.019212129143334,50.01288140656997,50.009897927787115,50.016366170967274,50.01691568146892,50.019084297353686,55.01168115245376,50.022760244855675,50.01749448306609,50.01685270995201,50.01626996155647,50.02702635201882,50.01764035879188,50.01407359406335,50.017201127156596,50.01347373644902,50.00586574654381,50.02186903842341,50.023338330580664,50.02133965738334,-1450.1575860535177,50.017365361083506,50.02288038817923,50.0100257977801,50.02039080727061,50.01987521094112,50.009307316074874,50.01656787571079,50.0259567466433,50.01299599949394,50.02584648453359,50.01162869894631,50.021135995264075,50.011789108528895,50.017643580185215,50.00815125838629,50.01659138776604,50.01793303107726,50.0118038708519,50.01654980498047,50.030836277475984,50.02120167087605,50.01920874397326,50.017604373676114,50.02100169001597,50.01816596570516,50.014866093139624,50.010486793181016,50.00658749450911,50.0216523313671,50.018158465929886,50.00886842582308,50.01655570527818,50.015478128000794,50.013322188988965,50.01519535618539,50.01526553424042,50.011923462063685,50.01503775643643,50.02062159539588,50.020468138359725,50.01635254987261,50.01636132747063,50.01929266213405,50.025894743319526,50.024208770497694,50.019450831556654,50.02804787909995,50.0279316637201,50.01869226965921,50.03058560826505,50.02573163002917,50.027128334959464,50.02503531989351,50.02679160209666,50.021437941827585,50.026194675581564,50.02491460867075,50.01852986338395,50.0132780597837,50.02226649527133,50.031731820211135,50.022801744146,50.02256748087363,50.01687211437869,50.01714654829202,50.01633351059385,50.01735864509187,50.033358850040266,50.00849110929366,50.01990011647103,50.02645485494584
HAVELLS,50.00825703693875,50.0076336879363,50.01161656553349,50.01306080490349,50.01106322791569,50.012080007264025,50.01016058552941,50.01369634777072,50.01127843326601,50.009790778249275,50.00760331514285,50.011040414252584,50.01493805074296,50.01005853839823,50.00920993547171,50.01781303609458,50.012084976122125,50.013377953242774,50.01245929071676,50.01615509870636,50.00883561496035,50.007550961588976,50.013855635101784,50.01340054070204,50.00691129072345,50.01621666800245,50.017217034638556,50.01488848606042,50.017365361083506,-1450.124047401067,50.01389012023691,50.00703374353005,50.01192342159646,50.01330236562297,50.00825686190334,50.009198578809574,50.01434561711423,50.01183129696612,50.01754180371854,50.00925562882883,50.0126583291407,50.00794070479739,50.01600185068529,50.00855219608726,55.01449145967314,50.01230560397777,50.00868438714446,50.012221009470466,50.0198968375968,50.0137710867324,50.01224654715752,50.01230468216449,50.00965279010641,50.01222457437517,50.00958063175856,50.00964133367522,50.00624736902069,50.01210642153075,55.013530109310125,50.00947993997377,50.01393728811158,50.009055211166825,50.01098618317645,50.01065864176341,50.008032836854944,50.01259999487937,50.00978923148696,50.01473718370518,50.01180043011843,50.013893497092276,50.009333320079286,50.014775927440716,50.0163875712865,50.014622893668864,50.01279829358448,50.0162252664093,50.014157463472465,50.01028580790419,50.01453402669745,50.014014168006916,50.02167930681452,50.01190623763788,50.015749313331995,50.012953214888064,50.014610142581255,50.01524140521431,50.01255008696239,50.01100215819243,50.010405071682044,50.01937547653015,50.01701080721234,50.01655277745155,50.0121584275459,50.01290276154555,50.01285279133543,50.01012358720129,50.021361385237874,50.007584381607614,50.01686751940255,50.0174126208717
CCL,50.00969478657489,55.010777550377604,55.0138053098032,55.01555768206343,55.01240303611936,50.00872526747902,55.012539356063215,55.01180599346922,55.01612648902335,55.01051181605716,55.01071820896442,50.010325920403425,50.01197405025446,55.014568747177805,50.008452779145195,50.01600650930095,55.011263651504756,50.00940451658784,55.01213532830517,50.01982574016277,55.01186353085982,55.00985954212365,55.012230504993774,50.010064120182946,50.00521273812408,50.017489404133066,55.01709276390885,55.01759842568117,50.02288038817923,50.01389012023691,-1450.138225417378,50.00609966042526,55.0146397524131,55.01196633229464,55.0106199143521,55.011122278249104,55.01666453525521,50.01081839022298,55.018460802598426,55.007424211066144,55.01771565927684,55.009680627954076,50.01319820510438,50.00780257593127,50.0117794238852,55.01549626601906,55.010785274343924,55.01186598688043,55.02008853966832,55.01540512801897,55.0135855941338,55.015998382546556,55.015187155265416,55.01232818293215,50.00936038052187,50.00984572353522,50.00660094917703,55.01619592627934,50.01319117738222,50.00702684323578,50.01239795185506,55.00947974715574,55.0128650399057,55.011764452998115,55.0102613839572,50.00908649310854,55.011410099813844,55.01860703779578,55.015151008100176,50.01344830809332,55.00987825772243,50.013360391490295,55.02145774186624,55.01933361946649,55.016808463931284,55.01836576107887,55.02116516610491,55.01228714147235,55.022311922449,55.02028324714023,50.020576902569616,55.018717535024884,55.02065259512405,55.017433909984135,55.01419835970647,55.01959594637925,55.01355362893946,55.011473324307914,55.01482766284919,55.01896291083445,55.014357940215554,50.01664714667458,55.015274769176614,55.016820642828854,50.01227593827058,55.01287362742961,55.02333412698236,50.00746626115871,50.01583681949806,55.01911414548441
TORNTPHARM,50.00547114073008,50.00985012356277,50.00840713043009,50.009540794011656,50.005661032498324,50.00586807427637,50.007856060995515,50.00599701561869,50.0075002380524,50.00497544421246,50.003763737659405,50.00854825752941,50.00669031477127,50.00716545935209,50.00577616613648,50.010086735131736,50.00758096093795,50.00667917041818,50.00574119488713,50.0107175915572,50.00481050220152,50.00511725437402,50.00754448100178,50.00664505633434,50.005727531449374,50.00847342335042,50.00888435159794,50.007560289302404,50.0100257977801,50.00703374353005,50.00609966042526,-1450.1127053779203,50.00589745791928,50.004989783545724,50.00518609036957,50.00851866154815,50.00754966720947,50.00457753804373,50.00950795397664,50.0042224560066,50.00708928342618,50.003288510368485,50.005949651294195,50.00579533440254,50.00829722986062,50.00545827780369,50.00543217494937,50.00687402447364,50.01169583745871,50.00668583460437,50.010122134647254,50.00600164422734,50.00380954974755,50.00664203944607,50.00472059506512,55.01148398864217,50.00422792729547,50.00515562987104,50.00832211794074,50.006966997827135,50.00592096164806,50.00805883482825,50.005390313656626,50.00453149909647,50.00784504057368,50.00763434758943,50.00969631076495,50.00845676158934,50.00666057567691,50.00585193739271,50.00556123384364,50.00638898374775,50.007548803617105,50.009010607746895,50.00631905023204,50.01079662858187,50.009696065864624,50.00492148011999,50.01181355093617,50.00947282053897,50.01149672259608,50.007910461525725,50.012828108492215,50.00729862141518,50.01058289736164,50.009754632617835,50.00839426933456,50.00602518543975,50.00829001597543,50.011146752475,50.006728149002946,50.01021008873967,50.00716341687325,50.00717422912658,50.006688982402885,50.00671999825944,50.013345557412435,50.00572256058219,50.008239244252145,50.009004822973175
SUNDRMFAST,50.007596025141154,55.0085509004027,55.009972846499764,55.01423536688684,55.0081875064393,50.00890511669725,55.010864948699,55.011270255728974,55.01260259567941,55.008997758300865,55.0078431462409,50.008241681213335,50.01256213609565,55.010791693312676,50.008946182634155,50.01321845330784,55.011300144347686,50.00938636047014,55.011333369860814,50.01574989084931,55.01147910178126,55.00892707035158,55.01177763777861,50.0090429199025,50.00516561628136,50.0146159948664,55.015700489725646,55.013893496943844,50.02039080727061,50.01192342159646,55.0146397524131,50.00589745791928,-1450.1286090820504,55.01217851030743,55.008131622891085,55.010324192429366,55.01520332039016,50.009437560746626,55.01801581477639,55.007855392904666,55.012313320720686,55.00964855497005,50.0132196365391,50.00735686530681,50.01103511839371,55.01121130496513,55.00849844629994,55.01163658401788,55.01728386083977,55.011781213405264,55.01115963767055,55.01336566199786,55.00993385720508,55.01273732720514,50.00962154807078,50.00824130119542,50.00620856854287,55.01355844607497,50.012325686706454,50.00633505413342,50.01170806653099,55.0093973722162,55.01181734083118,55.013637260862076,55.009031695077525,50.00775007803284,55.01050114443387,55.01485973768558,55.015026062739835,50.0111077691227,55.01073192077356,50.01282352605297,55.01729089475092,55.01590095468518,55.013699542034054,55.014979653163,55.01771329864193,55.01165664856404,55.01648338172689,55.016008130461074,50.01764124104798,55.01475212083499,55.01775745493221,55.01507853227016,55.01412557359162,55.01518312759502,55.012892929522586,55.01226633261638,55.013562945327045,55.02020247684294,55.01484019291193,50.01431804488669,55.01583680468745,55.01165320734285,50.01140587063649,55.00809910130862,55.020207480246405,50.00538574142574,50.01391386202024,55.0160281993193
JKCEMENT,50.00909457420727,55.00662909083239,55.014045284636744,55.01068424718017,55.00743136436826,50.009358160907055,55.009385145757264,55.012611466488465,55.01420010218133,55.0089346242005,55.00772266694494,50.00947584362211,50.01264839299534,55.00924091220063,50.008328824648196,50.016281739090196,55.01259466592931,50.009280710802905,55.010506098844495,50.01359387524327,55.009209200755315,55.00971605167636,55.01170482438911,50.01513966947745,50.00452673146731,50.013269231803456,55.0146543535643,55.014686176673266,50.01987521094112,50.01330236562297,55.01196633229464,50.004989783545724,55.01217851030743,-1450.1282942006824,55.00452143468825,55.00941264978512,55.01142115918685,50.01032002489229,55.01781900749141,55.00654333172126,55.01138459231535,55.00764103537676,50.01167474202518,50.00728362864101,50.0109660896945,55.01039828328973,55.00974913211927,55.01337110240215,55.01774185955825,55.01121361750131,55.00925925529527,55.015669468466,55.009023202379815,55.011743145849195,50.00930712463036,50.007222026802594,50.0049795104653,55.02567613264768,50.01198610304975,50.007376953112384,50.015881098910775,55.00812338829009,55.01059060920336,55.01031751062724,55.00804933580262,50.007316856990236,55.00742493989858,55.01360085991806,55.01119195746701,50.01146061613832,55.0085214403102,50.01949657257501,55.01663735987022,55.011862725844416,55.01261185957714,55.01348653272011,55.015498292358814,55.00840266752306,55.01705020983535,55.017682937648665,50.01848487489854,55.010988227055044,55.01639768462977,55.0145648093566,55.01289436523517,55.01424543105801,55.01146997315094,55.01080459231626,55.01100340018843,55.01868867188639,55.01536103387492,50.01433299153711,55.01386252223068,55.01093436503295,50.009032445702665,55.01011429333672,55.0206909858248,50.0055477524482,50.0131813448632,55.017467325445544
POLYMED,50.00462971753291,55.007477909409836,55.00844736474248,55.011374648334694,55.007911058683106,50.00640234605213,55.009171921868365,55.007391345392705,55.00678027385461,55.00664873918913,55.00451954257676,50.00630471771715,50.006766601830364,55.00803476153547,50.00545942732389,50.01026420964715,55.00788990830476,50.006076463678845,55.005613983885446,50.01372685491009,55.006782351213396,55.0062951328086,55.00506308068306,50.00734266858978,50.00336824395293,50.008270548172995,55.00981463010392,55.00865939112714,50.009307316074874,50.00825686190334,55.0106199143521,50.00518609036957,55.008131622891085,55.00452143468825,-1450.1379311771736,55.00683044937214,55.00929244293773,50.0054294816273,55.010383878615464,55.00222154897606,55.008535641383716,55.004866163896025,50.00982024783239,50.004969066156534,50.00856882488008,55.00748518048085,55.004984692333515,55.00793104837282,55.015400599005275,55.008500528228204,55.00813113564512,55.00705123100914,55.008652290672494,55.00764721961881,50.00724870997992,50.008045457266725,50.005243000031825,55.00704047548971,50.00834200938823,50.00371151466378,50.00763270954646,55.00715039345352,55.00864969507159,55.00433118591688,55.008576320383504,50.0055204387421,55.009953422364994,55.00970807224006,55.00915443491229,50.00864632630159,55.00686272866607,50.007434099023186,55.011781973171956,55.011796223700784,55.00969665261193,55.011908970346326,55.01183888572646,55.0056069523726,55.009533393787414,55.012024424663714,50.01113868267353,55.01174876761649,55.012454161602754,55.006730389262444,55.00770945606754,55.012490208727186,55.00914943602844,55.00665584901757,55.00879357293337,55.01266315490291,55.00885557565251,50.009337712441095,55.010125042994346,55.009998628793326,50.006454810738866,55.00832853647782,55.01495848359403,50.004016058100305,50.00901182180205,55.01471218262255
JBCHEPHARM,50.0066233119388,55.01127245092422,55.01015078650824,55.01260524950311,55.00806218836951,50.00709262589352,55.01203852122741,55.008817995249096,55.010164613719034,55.008877161620696,55.005046348668465,50.00963985401924,50.00941775100192,55.01004952414878,50.00690862723232,50.01411077550889,55.00984339636082,50.00841508616171,55.008249613588085,50.01462301183837,55.00788705086547,55.00794399062899,55.00949241038895,50.00778139937385,50.00456195516149,50.01147302901291,55.01506951156716,55.01336843876,50.01656787571079,50.009198578809574,55.011122278249104,50.00851866154815,55.010324192429366,55.00941264978512,55.00683044937214,-1450.1264330120569,55.01457004591218,50.007708729898766,55.014973483916016,55.007106421443765,55.01073482711181,55.00544711407941,50.01128577175841,50.007630440419945,50.01034758457492,55.011522721679576,55.006914582182176,55.00784205977214,55.01995886934913,55.009670241766,55.01505259356716,55.010132304837086,55.01018475719163,55.00936296361061,50.005792600404064,50.01070497847331,50.00416302188695,55.01228408668156,50.00973108901613,50.00544555865035,50.008704843716224,55.00888501726455,55.00994906083156,55.00805979973722,55.01203675033714,50.008131692884675,55.010306364531694,55.01427605721452,55.012783168830595,50.00997965557651,55.009185652888206,50.00905520806046,55.01305139002867,55.01338317668696,55.012189229935075,55.014227672312494,55.014676750361815,55.00820661721005,55.01635262455809,55.01666878176971,50.015784608710334,55.01529265442607,55.02018155753896,55.0124201775764,55.016241339366566,55.01550628865258,55.00933792976971,55.00959891240657,55.01220292888859,55.01975121791021,55.01318251705807,50.0157277727403,55.01023496244766,55.01193772416705,50.00827227971783,55.01071364995451,55.01945355147328,50.00451539353425,50.01325620147112,55.01812972072781
SONATSOFTW,50.00912491567558,55.01181238103232,55.0143411493721,55.0144374361655,55.00930717806616,50.00805075217854,55.01157866440862,55.01182463623384,55.014361552818265,55.009562431014025,55.00710678537459,50.01246399823303,50.01313789023022,55.01163281029559,50.007857134383144,50.016296128438434,55.013038625571966,50.01251746112871,55.013530194602666,50.021662723927356,55.01141972672597,55.00767613454526,55.011227375718,50.01029558068351,50.00460460376644,50.01502519325305,55.01718679011931,55.018862885852776,50.0259567466433,50.01434561711423,55.01666453525521,50.00754966720947,55.01520332039016,55.01142115918685,55.00929244293773,55.01457004591218,-1450.132609683231,50.009526627740634,55.0176459833178,55.008516198637295,55.01353544352754,55.00753728600376,50.01315619115734,50.012727595523984,50.012523698859454,55.01741157253155,55.00731833086266,55.01117536788026,55.01980002335389,55.015671182611904,55.01551679134579,55.01092380709082,55.01330083784836,55.011443092785214,50.00833685647843,50.010672149816145,50.01170361549636,55.01462045820295,50.01264106965396,50.00725735064977,50.01131835316907,55.00921663710247,55.01208349604162,55.0103741515891,55.01485615957437,50.00873120001602,55.0124027077161,55.01521776096464,55.01539587487881,50.01106586167585,55.01063393345871,50.011657761273206,55.01902090126912,55.016454794798,55.015089762298444,55.01601069232268,55.02424750020148,55.01134955715598,55.01947893645685,55.01678287507907,50.018833276527374,55.01770483688146,55.01982209651201,55.01461533503728,55.01569406299735,55.019065077681134,55.01458878286453,55.01279586266358,55.02200924713964,55.02408677965788,55.01730543102333,50.01706031042379,55.01465980968035,55.01607883282341,50.01133182332422,55.01254455735624,55.023748744705706,50.004990218395115,50.01776497758403,55.01840249870107
HDFCBANK,50.006177928236966,50.00572048543086,50.009094166978386,50.0091669640371,50.00707516654651,50.00887434844221,50.00621085566261,50.00888229525767,50.009068434314194,50.00573491986553,50.005746196328914,50.00809704819549,50.01244875545549,50.007497255392614,50.006106192834736,50.011335579356086,50.00928945022209,50.00780927049467,50.007395209412444,50.0108569786506,50.00562994755256,50.006588095042886,50.008548897013675,50.010728071602585,50.00731995920371,55.01606409791158,50.011878641673356,50.011302444786665,50.01299599949394,50.01183129696612,50.01081839022298,50.00457753804373,50.009437560746626,50.01032002489229,50.0054294816273,50.007708729898766,50.009526627740634,-1450.0899679472059,50.014977375159205,50.0057680675119,50.009477381240295,50.00776862698891,50.01361332663557,50.00765914418353,50.013248566106306,50.00908081359675,50.007681419287486,50.0084420900672,50.01300676821855,50.00980549051254,50.00865451577153,50.008994975315915,50.0066327447902,50.01026670906108,55.00832821876385,50.006593198251025,50.007309156277245,50.01139507002258,50.011436792665464,50.00599103922268,50.01269098606425,50.0073843603464,50.00846806720417,50.007911555232226,50.00564841663568,50.00822512350983,50.00607633950747,50.011059112953646,50.01020808672036,50.01416712249545,50.00807802696685,50.0120492710044,50.01339823620144,50.010266158222265,50.009342886963275,50.0112797336057,50.0097512219277,50.00658062881787,50.01241261101025,50.01166474754219,50.015723570940814,50.01037856908722,50.011049314012574,50.011080252290824,50.00879711036279,50.01306281995059,50.00828266555475,50.006915213408384,50.01068781921866,50.01099279003285,50.01170099295854,50.01208106585098,50.010654096048,50.01061626391977,50.00825814689423,50.00821356198606,50.01540179763732,50.00557315760497,50.01294105830315,50.01145773253019
CANFINHOME,50.012086442235095,55.01202251251239,55.017163230372084,55.0168147915624,55.011675011493935,50.01426279174958,55.01545228947777,55.01770898077648,55.01714975305132,55.01340131851168,55.01034986622089,50.01322109683288,50.018136957942,55.01408129473254,50.011791265216985,50.020408554429345,55.01623461324988,50.01396654735252,55.014953596536394,50.020661690269336,55.013427835623126,55.01031955997559,55.014507599909955,50.0152055563605,50.00634651313549,50.02363419018028,55.01986248240575,55.02050169783795,50.02584648453359,50.01754180371854,55.018460802598426,50.00950795397664,55.01801581477639,55.01781900749141,55.010383878615464,55.014973483916016,55.0176459833178,50.014977375159205,-1450.1230224775766,55.00937572331728,55.019089135534244,55.01132064053352,50.019327033570065,50.008688833135295,50.01682354471046,55.01526609917359,55.0118675651065,55.01570239395356,55.026856518671316,55.01821286612982,55.01418981782927,55.01789057869684,55.01619232686113,55.01806211804393,50.01369883857823,50.01178577864924,50.006817344872296,55.01888144708303,50.01739868763338,50.008006133604276,50.01665414264637,55.01130111149019,55.01549274386166,55.01454148566437,55.01111135856703,50.01092478889947,55.01021792472294,55.02109201885366,55.017922206051,50.01878974511109,55.013447006826404,50.01817360019786,55.02141497079059,55.02223763795659,55.018658911197214,55.02267787830163,55.02275703300416,55.01389759574001,55.0260991820838,55.0193112921736,50.02469765218578,55.022564398828585,55.02427938128361,55.019309675645864,55.02562852912059,55.0252324288063,55.017236528617055,55.01615083311879,55.01729478164453,55.02352655870461,55.02247786205239,50.01991498301772,55.02059939233014,55.01874928824444,50.01689569684672,55.0119313109284,55.030478976736006,50.00740337133317,50.01964513616027,55.0229626005303
ZFCVINDIA,50.00463175164007,55.00560249415228,55.006358142022066,55.00704836510801,55.0049262606953,50.00634196126746,55.006381855919344,55.00599222030845,55.00638832471011,55.00541384411755,55.00519592410512,50.00660816557611,50.00827847597314,55.00591403413616,50.00691412279345,50.008292915835746,55.00644220792826,50.00720112992646,55.00598637312021,50.01146723533667,55.00532329939331,55.00476451908684,55.008088864214045,50.006459771775695,50.003295260011015,50.00919098720208,55.01038353967387,55.00802465908571,50.01162869894631,50.00925562882883,55.007424211066144,50.0042224560066,55.007855392904666,55.00654333172126,55.00222154897606,55.007106421443765,55.008516198637295,50.0057680675119,55.00937572331728,-1450.1072225573005,55.0068660194632,55.00641494555437,50.00765318626331,50.00339113980092,50.007513053393865,55.00441564463286,55.005222337384005,55.00595135118206,55.009521873042964,55.00927744610827,55.007605858001384,55.009253554863754,55.006745513227585,55.005982103987705,50.00606178218119,50.00471173352054,50.00376645094455,55.007964487078176,50.00841257874044,50.004468358450595,50.00694903085828,55.00363344013639,55.009077272709845,55.00670724389205,55.00389643430598,50.005217330242516,55.006410470556574,55.01040683801674,55.00727351480604,50.00779234053348,55.00644725849922,50.00688590373945,55.00925027770728,55.0069263276091,55.00614675471535,55.00842115732199,55.01253024482924,55.00784232587846,55.01136169357464,55.00792238443978,50.010602854075984,55.00908462902493,55.01021648655375,55.008615571428024,55.00835003506884,55.013105867232795,55.00667491800397,55.006901628435706,55.00741024481173,55.01216108376736,55.00757733250478,50.00878191982992,55.007209589762034,55.00546484972816,50.00520206697381,55.005964499751066,55.01184697185225,50.00395210612639,50.00796056995038,55.00971873499208
APCOTEXIND,50.00821069162024,55.00968046551855,55.01618496636166,55.01458262808544,55.011736563722266,50.0101086463264,55.01150593953696,55.01092459070886,55.014061318179394,55.00805113826045,55.008747684086586,50.012034618133434,50.01217786623823,55.01444731612599,50.00962131365607,50.01662400509292,55.01253299787722,50.009957916758,55.0124225065351,50.01810645567099,55.009798048057625,55.01188426544412,55.01190218064767,50.01133878024209,50.00580673774755,50.01593480497912,55.013436310172054,55.01808222672466,50.021135995264075,50.0126583291407,55.01771565927684,50.00708928342618,55.012313320720686,55.01138459231535,55.008535641383716,55.01073482711181,55.01353544352754,50.009477381240295,55.019089135534244,55.0068660194632,-1450.1284561150974,55.00854983639311,50.01419914941738,50.00626470450743,50.01122008911386,55.01483000832815,55.00907410608022,55.01294422033415,55.023559621739736,55.01264862220049,55.015831150818265,55.01430601261367,55.015049119884104,55.01293810059605,50.009653009064,50.00793496266315,50.0053597460966,55.015984141642065,50.013527500550076,50.00708308564412,50.012858738281416,55.01068810908654,55.010713982976256,55.01107310854759,55.00977002510311,50.010073420046155,55.01211690550054,55.01641273488562,55.01745857232685,50.0124296076143,55.01179028040829,50.0139154750652,55.01481034242736,55.01832927471478,55.01292908217653,55.02250650653537,55.018726814872956,55.00852151575048,55.01605249740386,55.01689896174762,50.01745331976123,55.02192488428106,55.01914989384708,55.01795126989082,55.021295661135184,55.018673266926676,55.019721653889555,55.010424176936716,55.020901680616895,55.01880051152107,55.015105105593534,50.01589528725672,55.0170657505316,55.01690251194661,50.01273233782971,55.01286744972088,55.02611977462247,50.0070508950197,50.015120223641624,55.02056292124439
SUNDARMFIN,50.00380441931344,55.007140694847855,55.00877096596209,55.00805075279765,55.00614128360619,50.006906731241706,55.008579603465975,55.007796011537636,55.008098185077,55.00633152844095,55.005495709255605,50.00711013257226,50.00891436525114,55.007187292865176,50.00770962043813,50.009078505405206,55.007803508709976,50.00788863768538,55.00794884084446,50.00992244934183,55.00601500202084,55.006810391441284,55.007697738710476,50.00862288785651,50.005085076363095,50.01229839450848,55.009701912668135,55.00973147446517,50.011789108528895,50.00794070479739,55.009680627954076,50.003288510368485,55.00964855497005,55.00764103537676,55.004866163896025,55.00544711407941,55.00753728600376,50.00776862698891,55.01132064053352,55.00641494555437,55.00854983639311,-1450.102287816576,50.00886407867555,50.00521603433397,50.0086202763275,55.00870664762271,55.00621485920436,55.00645503129922,55.01011274676608,55.00691577964193,55.00726272551531,55.00738700109091,55.005770635934994,55.00889088720843,50.00725512438305,50.00649651860109,50.00422080712081,55.011010597771644,50.00866091801943,50.00522837179787,50.00869010502691,55.00535199497993,55.00789837292148,55.00813651477334,55.00331142430135,50.00573410887997,55.00786656154324,55.008672260850815,55.00764724626045,50.008675638547615,55.006365985534536,50.01024723127047,55.009589822464946,55.00855517938421,55.00999544195542,55.00978841960586,55.01165927584981,55.00675463297303,55.011474211500904,55.01018917957555,50.012153764322534,55.009360900417825,55.00759473717205,55.006544265965985,55.00934690708473,55.01104570063334,55.00848262088352,55.00685605264199,55.00921519474691,55.011628339351304,55.01053997671027,50.009342872618284,55.00807989132549,55.00845761781188,50.00761376527854,55.006018793372526,55.01130481025269,50.00438502027392,50.009929183912135,55.00902579473043
