,TVSMOTOR,PERSISTENT,TRENT,ADANIPOWER,PRESTIGE,NTPC,ABB,MAXHEALTH,ITC,LT,TITAN,BHEL,TATAPOWER,SUNPHARMA,OIL,CUMMINSIND,BHARTIARTL,IOC,OBEROIRLTY,SIEMENS,ADANIENT,FORTIS,CHOLAFIN,NMDC,DLF,ESCORTS,ALKEM,M&M,POWERGRID,JINDALSTEL,COFORGE,JSWSTEEL,TORNTPHARM,BAJAJ-AUTO,TATACONSUM,APOLLOHOSP,TATASTEEL,NESTLEIND,ONGC,LTTS,SBIN,HINDALCO,ICICIBANK,COLPAL,INDIGO,AMBUJACEM,BRITANNIA,BAJAJFINSV,PIDILITIND,ULTRACEMCO,GODREJCP,MPHASIS,SBILIFE,HINDPETRO,CIPLA,GRASIM,SAIL,EICHERMOT,WESTLIFE,HCLTECH,PIIND,INDUSINDBK,BOSCHLTD,AXISBANK,ASHOKLEY,MARUTI,CONCOR,ASIANPAINT,MARICO,ADANIGREEN,ADANIPORTS,GODREJPROP,PAGEIND,BAJFINANCE,DRREDDY,DMART,VEDL,AUROPHARMA,TECHM,RELIANCE,LUPIN,ACC,HEROMOTOCO,HAVELLS,TCS,HINDUNILVR,DIVISLAB,INFY,WIPRO,HINDZINC,BATAINDIA,HDFCBANK,HDFCAMC,BPCL,SHREECEM,RAMCOCEM,JUBLFOOD,DABUR,UPL,KOTAKBANK
ESCORTS,129.65721246477978,123.4795674705569,123.48464069493801,123.4914124757974,123.48899891756213,123.4756464397916,123.48446743153244,123.48056336407973,123.47681899501026,123.47760758815201,123.48477418506195,123.50330638466056,123.49399579395805,123.47759128308749,123.46869685093228,123.48343100668419,123.476955148657,123.48037873083956,123.49453274469957,123.48159135393547,123.49623475755399,123.48048560583823,123.48400559022267,123.49442849920612,123.49566869510068,-926.2259469136385,123.47244623213675,129.65963894419934,123.47342270508528,123.48401181464962,123.47595877329104,123.47471682835845,123.47516529360328,129.65055735375392,123.48077789930551,123.48265390681186,123.48269550722895,123.47629753101168,123.47250698362174,123.48077412145767,123.4828100571064,123.48261689880275,123.47790725795426,123.48008092199808,123.48444908549072,123.49117391351626,123.47624791250246,123.47972516961602,123.47887303657808,123.4764146678962,123.47709639776485,123.47571093896232,123.47950040920904,123.48404963777804,123.47266933179108,123.47799869114027,123.49005847232795,129.66103419922882,123.46786635003227,123.47147099184616,123.48728959549152,123.4845169620516,123.48189498846344,123.47886615710664,129.66882617164856,129.65613129355796,123.48504180502829,123.47687478687544,123.4772041637944,123.48891232655936,123.49717226652686,123.49443307063214,123.48268059945545,123.47980693413973,123.46881770043802,123.48121994868185,123.4856692880922,123.4777185686265,123.47890076450713,123.47759247652485,123.47695629222542,123.48722981967646,129.6586099475571,123.4852909447624,123.47235165047664,123.48148158694156,123.47787414181212,123.4728882124833,123.47718296484985,123.48301960905675,123.48484907537085,123.4758886107791,123.48922937599224,123.4800735001568,123.47752910920195,123.4822131048627,123.48609674714388,123.47693180820772,123.4838996641937,123.4777594678294
ALKEM,123.47150281600472,123.47906389986895,123.47903723692872,123.47469305701836,123.47196445492861,123.47549786666673,123.473341070859,123.47403756671906,123.47384599377617,123.47376383749955,123.47462384287317,123.47998552211351,123.47970469715034,129.65486632569542,123.47189428977146,123.47670659241905,123.47212235510221,123.4759342961705,123.48025646749247,123.47493766902312,123.47562135584181,123.4758659613922,123.47114429671589,123.47943588044362,123.48394647359629,123.47244623213675,-926.1883960826864,123.47371295195,123.47264701256162,123.47837059741323,123.47795701005518,123.47668891937539,129.6547410334176,123.47322144103958,123.47802240612694,123.47918930062082,123.47984987774203,123.47328391364292,123.4761673882712,123.47741155864614,123.47542753329623,123.48171469901501,123.47241278507866,123.4730462123674,123.47536907716594,123.47653551135932,123.47030538050453,123.4793313012689,123.47707138729385,123.47384853211616,123.47198800499442,123.47492011371529,123.47743009966828,123.47664052786169,129.6563558678464,123.47659468502198,123.48202615056547,123.47453966872365,123.47121149492861,123.47501623018823,123.47992589314867,123.47874579827794,123.47617258464919,123.47362933618288,123.47969746724598,123.47079177220195,123.47643237769827,123.47302042227861,123.47657212539582,123.46994334890917,123.47873846597523,123.48018097767937,123.47438780651817,123.47810903557766,129.6552580645205,123.47393375825382,123.48161786353415,129.66376497961275,123.4764814924578,123.47340849510465,129.65945202572337,123.4776884319462,123.4735787390837,123.47314746464087,123.47444442320523,123.47267667536755,129.65747376216092,123.47591256990782,123.47943254673626,123.47381458513462,123.47614202652466,123.47351754654503,123.4793053253018,123.47595569624153,123.47384265332755,123.47750706750006,123.47896275768267,123.47619828659938,123.47772878002829,123.47241632854954
M&M,129.6694969794157,123.48409883552301,123.49476079802162,123.50112983176763,123.49325038434833,123.48548590601965,123.48419030651962,123.48214465197537,123.48215390408859,123.48910886587404,123.49118241097668,123.50450309600353,123.50135739154402,123.48107697466989,123.47754306127976,123.48845684717429,123.48236068269722,123.48913334331371,123.4988357541944,123.48811819790248,123.50817574666391,123.48368871781972,123.49985413892881,123.4930073403871,123.50471083416673,129.65963894419934,123.47371295195,-926.2071879831311,123.48005740480099,123.49025573024508,123.48166933257426,123.48812451786156,123.47597239012944,129.66305183617234,123.48815781705949,123.48396685441261,123.48817449419116,123.47638566003025,123.48005867906926,123.47938020198362,123.49231745592081,123.49061933516981,123.48748440838571,123.47618984168398,123.49559035892108,123.48969868607904,123.47687098578402,123.49714018292983,123.48292185070213,123.48716329673374,123.48261599322413,123.48018941919031,123.48620939152758,123.49119878270963,123.47112520819311,123.49055606590883,123.49385029873153,129.67214300108844,123.48362568035765,123.47710651387618,123.48913305358812,123.49889047203436,123.4955137773193,123.48976521545285,129.68334008714857,129.6700661940623,123.4879440853916,123.48071312157072,123.47767962719539,123.49039926516465,123.5021404271684,123.50434510906169,123.48964690058503,123.49793383019244,123.47719347571334,123.48916045005302,123.48838304275401,123.48242724650072,123.48389299306729,123.4895269667388,123.48377253381713,123.48800950646842,129.67140272363113,123.48753357095922,123.47667646073819,123.47939544361932,123.47547253324345,123.47965466814549,123.48166743354017,123.48588658845136,123.49348507056928,123.48583354606313,123.49251104949198,123.48902751868235,123.48422451577255,123.4904487800953,123.49634122950451,123.47900972182148,123.49044737117538,123.48714346026668
POWERGRID,123.47901385825617,123.47947383133999,123.48082376226444,129.66831072711406,123.4770917680217,129.67379379658306,123.47595958085134,123.47263080227214,123.47749763855973,123.48183449810065,123.48214201178138,123.50074780180026,129.67584939923344,123.47545778487361,123.47832179074803,123.47672399779862,123.47431780413959,123.48905891493641,123.48330942652115,123.4827720431511,123.4872387444195,123.47967268362078,123.47989044190635,123.4994798380624,123.48865065342056,123.47342270508528,123.47264701256162,123.48005740480099,-926.2012871705348,123.48970432783764,123.4695797250082,123.48556436542583,123.47615248705927,123.47621693122522,123.47826025852089,123.47983868717972,123.4868386460744,123.47433120605811,123.48609981100284,123.47626781227103,123.48556944655792,123.48405227893338,123.47895885962012,123.47462843397463,123.4813315870214,123.48135858757072,123.47169300187656,123.47642961148912,123.47502832872922,123.47699020115007,123.4760501814645,123.47297898763082,123.47841863942472,123.48703899507512,123.47118871106494,123.48149555837688,123.49570703864975,123.47657863513385,123.47826271882289,123.47403501756264,123.47850831854691,123.4824232265972,123.4785824817414,123.47892250641911,123.48237895673404,123.47652077146464,123.48250198162805,123.47300777854991,123.47634783630929,123.48519084305781,123.48994692418003,123.48946363285037,123.47399309862416,123.47627937920728,123.47195488973358,123.48060201745955,123.48708047237079,123.47715966240358,123.47594532113058,123.47790887776614,123.47471156550364,123.48099756117193,123.4796071201834,123.4773834405168,123.47010900404854,123.47177675461498,123.47088436794101,123.47016457705573,123.47669588822319,123.47753442731724,123.47726904660803,123.47487959465244,123.48051859116026,123.48628277197213,123.47978686198314,123.4764647303794,123.4825411346414,123.47310066879268,123.4827917467133,123.47783339370645
JINDALSTEL,123.49226497546414,123.50376624356974,123.50045800290471,123.52306053239766,123.50437663267246,123.4983462459029,123.48964040419679,123.48635343170594,123.48903580867739,123.49505416937922,123.49485140883198,123.54743136770634,123.53051041577777,123.48820204688616,123.4991063457438,123.49133280657688,123.48900036951736,123.49674930680888,123.51117253304713,123.50170692165545,123.53156414576603,123.49600914265886,123.50493508482856,129.75390448200332,123.52665749616895,123.48401181464962,123.47837059741323,123.49025573024508,123.48970432783764,-926.2231514504695,123.50267429444148,129.73755831164692,123.48524331025106,123.48525876552816,123.48971565987742,123.49301067299365,129.75236357799204,123.47307267152439,123.51005048703641,123.50824963141352,123.50293741442047,129.73908526175197,123.49477494371317,123.47896630171314,123.50196914462884,123.50231709058266,123.47407922533137,123.50326031129865,123.47938388901153,123.49616906962629,123.47998201926694,123.49911009207892,123.49049970413412,123.50092732187542,123.47440222529218,123.5070569827754,129.7600964266114,123.49066857383343,123.48699464548267,123.49185688230025,123.49668469554439,123.50470057976375,123.49598537667205,123.49487615703671,123.50970799256444,123.4817679150313,123.49669584410415,123.47119995667498,123.4799011379744,123.50657738753091,123.5217802936935,123.52254125264025,123.49258163871386,123.50309814903605,123.4805673043866,123.49389679618164,129.73650468573854,123.49898083775832,123.49904654627832,123.49488013194323,123.49433313566274,123.50574235726341,123.48968905543117,123.49797322163988,123.48614333748853,123.46837018424563,123.49398584457063,123.4875787804813,123.496010344154,129.68091901446323,123.49034945296742,123.49129614012298,123.49534125505679,123.49583163014873,123.49575961027176,123.50448902165638,123.50160782783806,123.47921119205515,123.51106255399307,123.48980157139795
COFORGE,123.48221156839887,129.71514365268337,123.49475648415205,123.50157647373908,123.488575666455,123.47933782130409,123.49022717840887,123.48591581951425,123.47806822572454,123.48962076369384,123.48949218908439,123.49812934750639,123.50178264222723,123.48247196726095,123.48395041879817,123.48370790477523,123.48457522677299,123.48337955039108,123.49634559985572,123.48749850633763,123.50269215119988,123.49363671900392,123.49385461147173,123.49836627201208,123.504379688276,123.47595877329104,123.47795701005518,123.48166933257426,123.4695797250082,123.50267429444148,-926.2325553441839,123.49178080541054,123.48015162005385,123.47823020603494,123.4866552752338,123.49963459310356,123.50165517066654,123.47772322570515,123.48220271389494,129.7131650740215,123.4798192352653,123.51032043199052,123.47844929283241,123.47561613359628,123.48734744820155,123.48574540187286,123.47632274274832,123.49140108637013,123.48523328378499,123.48586595886593,123.48116725202846,129.71549024396253,123.482542976508,123.47906728679817,123.47432096629299,123.48823529279068,123.50905376690366,123.48527748248554,123.48404381403344,129.69150677187085,123.49365121909824,123.48915801511444,123.49358510490197,123.47652640828892,123.48963497099948,123.47405558047043,123.48434157858057,123.48546931910724,123.48248789475184,123.47493598897029,123.49885074168029,123.50785465064226,123.49053685605054,123.49205894427052,123.47945143186055,123.48786742261498,123.5043988193346,123.48784266697658,129.69739791101605,123.48680274291632,123.48880234310161,123.48543818818615,123.49011011550766,123.49386526431442,129.68055258546735,123.47483468556669,123.49027354671,129.69032947444808,129.69365778922096,123.48268426961508,123.49350579972742,123.48394470131711,123.48823643176647,123.48362572845662,123.48746988002424,123.48741215480459,123.50395007100173,123.48488514107615,123.49276644624166,123.47742948424806
JSWSTEEL,123.48450082930785,123.4968206014029,123.49448216194332,123.50891973217372,123.49982042322469,123.49222158346055,123.47630391584062,123.47956866453853,123.48951775822812,123.49140906453093,123.49131335475352,123.51744172413544,123.51242453646438,123.48248469588523,123.49089443864659,123.48519460183599,123.48699987569691,123.49059057384983,123.50244564037993,123.49044019785967,123.5154558674736,123.48532718568643,123.49862576692908,129.73327124160366,123.51255489254811,123.47471682835845,123.47668891937539,123.48812451786156,123.48556436542583,129.73755831164692,123.49178080541054,-926.2036566448842,123.48279787226565,123.4800052482644,123.48614177590525,123.4879301629326,129.72792713745943,123.47439142058698,123.50033774562374,123.49567450343022,123.49766424698754,129.7153082785281,123.49328468907265,123.47556283648655,123.49697109783088,123.4958048903431,123.47358696566883,123.4988480173977,123.47864441596667,123.49100585666133,123.47426482915245,123.4914528142879,123.48781473356956,123.49430039469195,123.47462933521362,123.5014744879818,129.73213770146197,123.48761886244688,123.47877512153923,123.48661136988619,123.49377018976631,123.49852662052626,123.4906077549924,123.49124788287418,123.49997650854928,123.48090487948483,123.48622623823803,123.47502411700245,123.47540314313392,123.50502255277777,123.51134854845384,123.51094907485245,123.48651220476751,123.49765076982328,123.48025969936549,123.48592012059856,129.71487238439568,123.493330169454,123.4920634875424,123.49212183646378,123.48758542029552,123.4945709442328,123.48413305125592,123.487723635431,123.48320576587088,123.47303627331834,123.4880132483321,123.48671318851481,123.49092173740519,129.67144937816076,123.48705121646654,123.48523033023656,123.48936578243783,123.49208280215086,123.49078184735615,123.49784317067471,123.49550528111641,123.47717629269104,123.50162603693542,123.48787049619236
TORNTPHARM,123.47356659950208,123.48026059508848,123.48207909402328,123.48337429291493,123.47262634542912,123.47507886339528,123.47763645144383,123.4802820560968,123.47523747773238,123.47642298207336,123.47999142575512,123.48412822709531,123.47933418452729,129.65633875932141,123.47333373150232,123.47763131375825,123.47532806560659,123.47679392058345,123.48081533113537,123.47585602240059,123.48411428966077,123.47670315373796,123.4743549760677,123.49371046905674,123.48532981958789,123.47516529360328,129.6547410334176,123.47597239012944,123.47615248705927,123.48524331025106,123.48015162005385,123.48279787226565,-926.1769889923287,123.47391340767626,123.48159287380398,123.4873770185848,123.48390377454035,123.47646985687157,123.47260357952649,123.4806192818281,123.4732954516706,123.48367118739222,123.47741158009129,123.47769389802437,123.48572577615857,123.47770309986149,123.47631790084148,123.47750525906807,123.47552613287857,123.47747814961969,123.48098159793568,123.47916430181573,123.47569552937105,123.478887643181,129.6518848295548,123.48031866113377,123.4872093869491,123.47820108713708,123.47470570999533,123.47735137509451,123.48672971661765,123.47734360280865,123.47826331173542,123.4740445881917,123.47994656272607,123.47261771365072,123.47668211966317,123.47305771260818,123.47735305329434,123.48143827910678,123.48055348390497,123.48319222927748,123.4783396030092,123.47873763223913,129.65710337960374,123.47521859882164,123.48228171455062,129.6616681264314,123.47858985653653,123.47588171377689,129.6655603862711,123.47917996069535,123.4785546370797,123.47832742443939,123.47531029772551,123.47657848355578,129.6593916888325,123.47518781322287,123.4797837880918,123.47494224215077,123.47963846417687,123.47688717790925,123.48145507014323,123.47861315800361,123.47982860766305,123.4788003499356,123.48782079272493,123.47900760424423,123.48031380026958,123.47653218151461
BAJAJ-AUTO,129.66800690351752,123.47901769356969,123.48426863797908,123.49219602090696,123.48483642963765,123.47824940451054,123.47937336036352,123.47621202446376,123.47714736686055,123.48234916334408,123.48513891097178,123.49540263378171,123.48858183756744,123.47847896250141,123.47724071105071,123.48085741858142,123.47983019891501,123.4809596417791,123.48976754725578,123.48268839470092,123.49255912257695,123.47325812602855,123.48707820536194,123.47845173151808,123.49438085335709,129.65055735375392,123.47322144103958,129.66305183617234,123.47621693122522,123.48525876552816,123.47823020603494,123.4800052482644,123.47391340767626,-926.1756793550978,123.48209665127129,123.47869874822263,123.48254028679395,123.47636554507744,123.47960429341416,123.47814322644359,123.48421345830675,123.4853496267528,123.4794837212414,123.47724584578066,123.48297384306926,123.48276139362116,123.47307913257279,123.4832832893365,123.47876677684275,123.47999700253541,123.4793674180734,123.48001086677405,123.47949367801874,123.48384837017261,123.47204088413878,123.48190975823545,123.48319047957261,129.66684336043485,123.48082839280332,123.47514630959941,123.47899838228193,123.4879072364428,123.4870205135228,123.48251370685585,129.66472433648502,129.6634294553783,123.4858369397615,123.47822376048896,123.47811844130462,123.47935030170848,123.48827569015009,123.49174515925412,123.48180161597796,123.48508538606987,123.47641368971924,123.48142652717607,123.48323593418749,123.47852200419283,123.47709359559184,123.48079452552625,123.47992440564039,123.48230521198278,129.66993521891047,123.48253339050848,123.47413541993294,123.47791949185688,123.47890366975057,123.4750200505135,123.47807965422425,123.47548882878064,123.4847534525986,123.48069488135488,123.48214448525982,123.48137013313772,123.47856422219712,123.48044110321752,123.48461907125508,123.47545370822434,123.48344140076668,123.48194788771312
TATACONSUM,123.4851815279419,123.48717635354737,123.49183150266157,123.49771109092018,123.48609479098707,123.48171665152572,123.48290477172287,123.47905865991223,129.65498945409146,123.48496565745788,123.4887197071067,123.49728299328058,123.49558483475644,123.48010709904005,123.4711822850742,123.48597341519539,123.4815020775757,123.48262112215161,123.49189900724213,123.48828869374546,123.50020353942895,123.48014306686756,123.49380106782476,123.48473194136494,123.49924807828319,123.48077789930551,123.47802240612694,123.48815781705949,123.47826025852089,123.48971565987742,123.4866552752338,123.48614177590525,123.48159287380398,123.48209665127129,-926.1612452773078,123.48689198146076,123.48596401345324,129.65639238933184,123.47180370123638,123.49050364901603,123.48291409470357,123.48770556039494,123.48065739850918,129.654791031008,123.49165822791628,123.4873108639386,129.657659272066,123.48944861273549,123.48407788614122,123.48760678512863,129.66165887502788,123.48555496062679,123.48140152161395,123.48154809967488,123.474066851472,123.48971799025298,123.48964436974339,123.48775311702764,123.48004145762437,123.4815669504543,123.4917560781135,123.4881332063527,123.48951237665474,123.47989026780664,123.49255856758953,123.48375267818088,123.4849034100935,123.4852008759079,129.6580626866652,123.48728212159835,123.49457574504979,123.49987574653142,123.48485642567317,123.49006919967641,123.47617690011177,123.4890585018604,123.48443184843751,123.48296169960818,123.48503292335408,123.48361887860966,123.48328674267907,123.48891364860384,123.48589141138518,123.48726636804696,123.48133294444096,129.65726947571406,123.48378019302021,123.48309762226225,123.48444371539014,123.48229551487958,123.4881673225909,123.48061299418634,123.49005553566909,123.48513200807531,123.48722460947064,123.48831247349645,123.49665172544877,129.66032859178222,123.48697674407856,123.48168367198258
APOLLOHOSP,123.48068680090327,123.49735264887332,123.48775244156582,123.4811002327983,123.48338265667573,123.4797168803212,123.4820405800813,129.6708319394477,123.47696918002208,123.4833992428955,123.48960524379586,123.4907636597759,123.4947902656059,123.48225536685237,123.47192100443331,123.4851314530778,123.47947188790346,123.47922880250923,123.49960928265784,123.48185503477342,123.49741929573113,129.66858535076253,123.49194093226484,123.49282606931095,123.49917590891025,123.48265390681186,123.47918930062082,123.48396685441261,123.47983868717972,123.49301067299365,123.49963459310356,123.4879301629326,123.4873770185848,123.47869874822263,123.48689198146076,-926.1829439125951,123.48942388744359,123.47955856111389,123.47524988262467,123.49882599608804,123.482951324684,123.49628858048254,123.48180978972269,123.47550547305093,123.49036362370242,123.48717413677053,123.47715999961076,123.49134374490316,123.48233548448204,123.48151314017156,123.48138918101213,123.49328241536563,123.48327267755866,123.47803983749287,123.48116921231548,123.4855730698107,123.4947162747844,123.48232346472233,123.48401947473798,123.4846898414439,123.49817752040602,123.48889210335446,123.4838473545795,123.48188016726687,123.49078753668121,123.48108299318832,123.4842145288778,123.48136121348415,123.48285642969964,123.47959916167454,123.49010616661872,123.50092262339751,123.48665080240798,123.4945725256731,123.48055600745147,123.48707355506085,123.49461615710106,123.4913728946083,123.49374541721727,123.48089654837642,123.4908720984152,123.48405316128725,123.4844686464553,123.48840362074245,123.481695221894,123.48108163206322,123.48945589994631,123.48420755128177,123.4896538248916,123.48031622581601,123.4847579223235,123.47905709041055,123.48667372756805,123.47907692605276,123.48085914452682,123.48599205468065,123.49760513196682,123.484957666582,123.48504208132974,123.48177699573114
TATASTEEL,123.48846803190017,123.50281271987595,123.4971224433362,123.5123163650421,123.50124694998627,123.49902579186596,123.48417970750222,123.48138508693685,123.4888514138234,123.49531566042143,123.49226424953153,123.5348981458724,123.5231928625534,123.48734591457244,123.49672160809206,123.4915624899445,123.4881119869003,123.49768736937207,123.50761865831169,123.49649730641832,123.51581752235657,123.49243688366158,123.50025069019537,129.74223543357303,123.52097080693235,123.48269550722895,123.47984987774203,123.48817449419116,123.4868386460744,129.75236357799204,123.50165517066654,129.72792713745943,123.48390377454035,123.48254028679395,123.48596401345324,123.48942388744359,-926.1665404252068,123.47338658795539,123.50879425384164,123.50537272840907,123.50279317662418,129.734097008799,123.49530749875791,123.47554884714853,123.50044982871782,123.49784565696379,123.4746423779984,123.5040454472817,123.47913695315196,123.49288012515021,123.47671239291302,123.49941794833205,123.4917788124406,123.4981718465593,123.47290147413497,123.50248968194123,129.7516821811192,123.48864218158297,123.48608412201796,123.49072788724922,123.49340056820537,123.50532921434072,123.49398441959951,123.49386650795691,123.50407507543494,123.47994516665986,123.4927984693575,123.47155441792918,123.48008896307849,123.50778257718366,123.51371837798001,123.51592594757366,123.48794304148834,123.5000245358473,123.47765340038956,123.49064008339599,129.73219422866774,123.49263546688891,123.49502219748868,123.49696487742426,123.48882169864342,123.4994619672438,123.48927778924207,123.49248374432682,123.48493670835788,123.47131307582686,123.48911631966169,123.48776106035902,123.49425809204905,129.6800057175952,123.49056688967005,123.48759967591744,123.49350792071809,123.49557718648273,123.49091972536007,123.4966040759715,123.49880963274964,123.47814012625605,123.50961270707478,123.48510478674743
NESTLEIND,123.47703885896166,123.47667131531321,123.47709987615127,123.47219303490249,123.47216911119315,123.4725767489644,123.47129441242453,123.47112220245359,129.64839521956318,123.47504975158105,123.48032488013004,123.47445000144629,123.47729829644058,123.47322332810836,123.46266708005791,123.47503694936543,123.4731358938549,123.47192198046841,123.4779456190675,123.4763395876775,123.47620723300193,123.47458284357688,123.47786987743305,123.46670479764438,123.47940441730705,123.47629753101168,123.47328391364292,123.47638566003025,123.47433120605811,123.47307267152439,123.47772322570515,123.47439142058698,123.47646985687157,123.47636554507744,129.65639238933184,123.47955856111389,123.47338658795539,-926.1379675386661,123.46833241489483,123.4785104486661,123.47341623387814,123.47443623902075,123.47335151261922,129.65336790392442,123.47891937016482,123.4764930296968,129.65713883223705,123.47725768972825,123.48220471257915,123.47859419441437,129.65326167016,123.47763140709168,123.47939520577825,123.47592485990742,123.47218632047381,123.47705159808666,123.4735251277967,123.4794553830495,123.47277694393571,123.47548857483886,123.48166253619888,123.47455050206776,123.47847123204272,123.47450387580668,123.47890111455516,123.47505309372713,123.47485900309619,123.48157548129214,129.6546744377064,123.47723536027507,123.47683746003494,123.47993523675763,123.47848084602947,123.47863836978303,123.47458630326886,123.47840348032153,123.47299092951843,123.47435356317152,123.47526679008581,123.47748788019342,123.47508524965914,123.4765176016542,123.4764434454425,123.4799380350515,123.47604553433769,129.65841492518436,123.47707110449082,123.474895514357,123.47707100082695,123.4729858451403,123.4777871624481,123.47479664668563,123.47984526574999,123.47630275675175,123.47812916000447,123.48022843234764,123.48303333395967,129.6542326013355,123.47784855349147,123.47543749270642
ONGC,123.47481616430653,123.48589655284871,123.48409630731524,123.49672314130044,123.4855027692904,123.50013737052913,123.47346410202664,123.47156035647086,123.47846148765194,123.47538666842999,123.47841680104125,123.50335486880559,123.50349124179013,123.47533812753025,129.70423752965465,123.47901840320702,123.48241589753471,129.67319447004914,123.48483969116799,123.47914095112444,123.49140070454379,123.48434078524141,123.47589111263375,123.51287572584462,123.48972038894024,123.47250698362174,123.4761673882712,123.48005867906926,123.48609981100284,123.51005048703641,123.48220271389494,123.50033774562374,123.47260357952649,123.47960429341416,123.47180370123638,123.47524988262467,123.50879425384164,123.46833241489483,-926.1614940274718,123.48177624286265,123.48727605218022,123.51371437999524,123.4797192459749,123.46603149872217,123.47622121323377,123.47557063973636,123.4630300975671,123.47850339040991,123.46458760187352,123.47046967845719,123.46155053523088,123.48133691914933,123.47961775998237,129.66995518511462,123.46837332432185,123.481670719493,123.50984234855954,123.47848736456814,123.47481698977359,123.47829253542642,123.4782156468855,123.48294713785899,123.48403763570948,123.48190737011083,123.48433554742957,123.47336351375571,123.48665664407429,123.46132598509249,123.46859900324978,123.49736876637951,123.4914469397639,123.49056486594495,123.47303740929578,123.48023225914022,123.4693379353312,123.47784096126927,123.52165047967577,123.48201128274789,123.48219444225614,129.66364800555078,123.48061519153228,123.47485425237514,123.47831331088221,123.47541672172827,123.47440061095037,123.46304558439093,123.47251693216072,123.47441788969891,123.48140063226253,123.48891602336764,123.47800392670393,123.47302733166723,123.47561010518746,129.66237822251978,123.47171330383665,123.47196771539035,123.47574618198092,123.4651899876483,123.49188493174594,123.47732155721059
LTTS,123.48081994591774,129.70612273536202,123.49531135706155,123.49172070053842,123.49663351691666,123.48473171043568,123.4864211075735,123.48436720108711,123.47981948592417,123.49877295138961,123.49011327102318,123.50115641206625,123.50246515133432,123.48500108111438,123.48997488565772,123.49029193153257,123.4832376247268,123.48504513429671,123.50217753530015,123.48857041712134,123.5026517146726,123.49225286266821,123.49383445315064,123.49553704306808,123.5058625166294,123.48077412145767,123.47741155864614,123.47938020198362,123.47626781227103,123.50824963141352,129.7131650740215,123.49567450343022,123.4806192818281,123.47814322644359,123.49050364901603,123.49882599608804,123.50537272840907,123.4785104486661,123.48177624286265,-926.1665046017714,123.48750927993962,123.51160924575859,123.48281780873981,123.47672139218281,123.48863238067577,123.48843718471403,123.47886166310934,123.4985646330004,123.48706138224276,123.48800431961234,123.48441700766054,129.7085641587813,123.48741150293017,123.48033128007444,123.47564953110589,123.49157720989126,123.51279103832996,123.48334858376623,123.48561028962897,129.6867827693124,123.48932565099685,123.4922409097162,123.49167381172128,123.4799110518974,123.49169483893675,123.47995813801231,123.48448702154136,123.48777304071172,123.47888176051217,123.47842722383712,123.50214350569871,123.50828306270617,123.48620239285302,123.49828514403634,123.47973199506376,123.49178661713552,123.50708839084706,123.48958973408253,129.69158534129335,123.48962727641447,123.4887341406914,123.48769606885133,123.48464456401015,123.49698772094669,129.67564880303806,123.47834968936914,123.48870586986939,129.6855657055602,129.68513137031852,123.48823233312211,123.49205152129912,123.48670322521966,123.49766691082348,123.48594956926732,123.48924486730905,123.48887450263268,123.50301317469359,123.48245004018676,123.49557138353103,123.48323393302098
SBIN,123.48836726652655,123.49021201821418,123.49099794286931,123.50185041210418,123.49463396060699,123.4917982861648,123.48116304867233,123.47177451391815,123.4849659271465,123.49019273686616,123.48985272888086,123.51739688794851,123.51024392702888,123.47774090152933,123.48070137567353,123.4854715340019,123.48349664545393,123.49645757441527,123.50468478016694,123.49006286025477,123.52039296103487,123.48185410353082,129.67351437295815,123.505339571252,123.51774425099367,123.4828100571064,123.47542753329623,123.49231745592081,123.48556944655792,123.50293741442047,123.4798192352653,123.49766424698754,123.4732954516706,123.48421345830675,123.48291409470357,123.482951324684,123.50279317662418,123.47341623387814,123.48727605218022,123.48750927993962,-926.1402082634731,123.5035369680285,129.67504741849464,123.47427558735805,123.49582199684366,123.50447099980633,123.4734230808258,129.6745908589052,123.48192062597374,123.48847843884164,123.4809459605174,123.48800916584943,129.6610496268524,123.49944412758813,123.468054745577,123.49361831612805,123.50970257471656,123.49227500117973,123.48202252342077,123.47914942520737,123.48539138660598,123.51209477682863,123.49095093596344,129.67733333263791,123.50155833897131,123.49101414998262,123.49150478283167,123.47870502153066,123.4747523049252,123.50471778428067,123.51370356133569,123.50862191613152,123.4841938502581,129.67595642220127,123.47431198714699,123.48433262132025,123.5074838982737,123.4817610710289,123.48200319623774,123.49018046868042,123.48289484975578,123.49831088009208,123.49214503783435,123.48681289549646,123.47923194214258,123.47604384748237,123.47364541864073,123.48027698770241,123.4851828791426,123.4811305445468,123.49128412237891,129.66444400613085,129.6636584604324,123.49342869136561,123.4863348099856,123.49039430103261,123.49072527769181,123.47368959407049,123.49247628501365,129.66552724331953
