Asset,Downside_Risk_Annual
PETRONET,0.21077106094906572
PFC,0.2887935187710658
PFIZER,0.1584916604968518
PFS,0.2979510480036984
PGHL,0.18798559957181082
PGIL,0.29554696667868197
PIDILITIND,0.1698562886244062
PIIND,0.22729655814484426
PIONEEREMB,0.36713373272480704
PITTIENG,0.3530925090338434
PLASTIBLEN,0.2600745490553287
PNB,0.2956389843058209
PNBGILTS,0.22617724643802226
POLYMED,0.24252583967572797
POLYPLEX,0.2545017731367143
PONNIERODE,0.35266669950633606
POONAWALLA,0.3137618108890915
POWERGRID,0.1752925486775157
PPAP,0.3054593698000895
PRAENG,0.3775474414290083
PRAKASH,0.37498263056524656
PRAKASHSTL,0.6851574363217485
PRECWIRE,0.30350565122820516
PRESTIGE,0.3126178426047746
PTC,0.2635563548778677
PTL,0.4077338706458462
PUNJABCHEM,0.32072683445558203
PVRINOX,0.25312703180489066
RADICO,0.2607658065189987
RAIN,0.32737933996768254
RAJESHEXPO,0.24931173068327006
RAJSREESUG,0.3701330624452894
RAJTV,0.3114221037740675
RALLIS,0.23471609258228912
RAMANEWS,0.35235205555743787
RAMCOCEM,0.21058369419960496
RAMCOSYS,0.32537489012808507
RAMKY,0.3777353665057073
RANASUG,0.37132952601224034
RATNAMANI,0.2042610429022752
RAYMOND,0.2810329584926364
RCF,0.2858247871698021
RECLTD,0.280440936836349
REDINGTON,0.2719444673027517
RELAXO,0.2187148984235418
RELIANCE,0.19441701154623983
RENUKA,0.3552231921345611
REPRO,0.27145040048168323
RGL,0.30859398650758646
RICOAUTO,0.3320160725279363
RIIL,0.2857313470600025
RKDL,0.3961943187825502
RKFORGE,0.31768650639699864
ROHLTD,0.3280654439637693
ROSSELLIND,0.35714603962777175
RPGLIFE,0.2970858345727958
RPOWER,0.3949246032802644
RPPINFRA,0.3626555442824843
RSSOFTWARE,0.374466450885893
RSWM,0.29631113258153546
RSYSTEMS,0.2818847508637269
RTNINDIA,0.36450542598631963
RUBYMILLS,0.3141103125186406
RUCHIRA,0.3559118037176811
RUPA,0.261677599138078
SADBHAV,0.3060317131358782
SAIL,0.30010537363615314
SAKHTISUG,0.3375943005779553
SAKSOFT,0.3554166588458899
SAKUMA,0.7670433946879243
SANDESH,0.24283593806501802
SANGAMIND,0.32327915054485823
SARDAEN,0.34165543750807603
SASKEN,0.2611435613292614
SASTASUNDR,0.3361834071030617
SCHAEFFLER,0.16931545417056257
SCI,0.29877347577627344
SEAMECLTD,0.2955616896563382
SEMAC,0.3164491302602719
SEPC,0.365769721387597
SESHAPAPER,0.28360174438715124
SGL,0.3658242191110662
SHAH,0.4251111302883184
SHAKTIPUMP,0.31134772277602313
SHALPAINTS,0.33568954192491623
SHILPAMED,0.2813113235509366
SHIVAMAUTO,0.3272598487801394
SHOPERSTOP,0.240601204969227
SHREECEM,0.1932823990483607
SHREERAMA,0.37369473121154817
SHREYANIND,0.37900241704310966
SIEMENS,0.2135427529915586
SIGMAADV,0.41026951874712153
SIMBHALS,0.39029983285350733
SIMPLEXINF,0.3392943913267876
SIYSIL,0.28779163049582246
SJVN,0.1737367329662094
SKFINDIA,0.16817312725972225
SMSPHARMA,0.28470948626762616
SOBHA,0.28216373895097757
SOLARINDS,0.17639735115097654
SOMANYCERA,0.29116980554700783
SONATSOFTW,0.2619518560967408
SOTL,0.2369033796166749
SOUTHBANK,0.2871334252969327
SPARC,0.2951062387361113
SPIC,0.35012624419184485
SPLIL,0.39584511084027313
