Date,TVSMOTOR,CUMMINSIND,ADANIPOWER,BHARTIARTL,FORTIS,PERSISTENT,TORNTPHARM,MAXHEALTH,OIL,ABB,SUNPHARMA,NTPC,M&M,TRENT,BHEL,PRESTIGE,JINDALSTEL,TITAN,SBIN,TATAPOWER,ASHOKLEY,VEDL,EICHERMOT,NMDC,LT,JSWSTEEL,BAJAJ-AUTO,IOC,CHOLAFIN,HINDALCO,APOLLOHOSP,POWERGRID,TATASTEEL,INDIGO,OBEROIRLTY,ESCORTS,ONGC,ICICIBANK,HINDPETRO,SBILIFE,LUPIN,BOSCHLTD,ALKEM,GRASIM,ADANIENT,MARICO,SAIL,MARUTI,COFORGE,ADANIPORTS,HINDZINC,DLF,DIVISLAB,BAJAJFINSV,BRITANNIA,TATACONSUM,ULTRACEMCO,SIEMENS,HEROMOTOCO,AXISBANK,CIPLA,PIDILITIND,BAJFINANCE,AMBUJACEM,HDFCAMC,GODREJCP,AUROPHARMA,BPCL,ITC,DRREDDY,MOTHERSON,NESTLEIND,VOLTAS,MPHASIS,HCLTECH,PIIND,TECHM,RELIANCE,GODREJPROP,DMART,ICICIGI,HAVELLS,LTTS,COLPAL,ADANIGREEN,PAGEIND,CONCOR,BIOCON,UPL,WESTLIFE,RAMCOCEM,INDUSINDBK,HDFCBANK,WIPRO,KOTAKBANK,JUBLFOOD,INFY,HDFCLIFE,ASIANPAINT,HINDUNILVR
2024-09-23,2845.2,3865.8,134.4,1750.45,598.55,5329.5,3457.65,1054.2,582.05,7939.65,1862.7,428.35,3049.8,7623.45,274.2,1892.4,1021.35,3820.1,801.85,454.45,118.2,453.1,4879.55,71.79,3787.7,982.1,12338.95,169.73,1633.85,690.55,7152.8,341.15,153.99,4930.35,1899.65,4233.9,295.45,1321.9,403.45,1920.15,2182.25,36461.9,5982.45,2666.9,3043.95,702.5,129.68,12683.1,1377.0,1456.15,503.9,909.65,5372.85,1919.95,6211.2,1211.55,11962.05,6938.4,6190.55,1246.8,1658.15,1647.7,759.5,622.05,2206.5,1449.3,1480.95,338.1,516.95,1330.9,138.23,1362.6,1882.45,3042.4,1752.8,4689.65,1607.15,1493.4,3192.35,5297.45,2275.2,2082.4,5490.75,3681.35,2031.2,43017.65,709.95,370.35,592.8,875.4,851.45,1465.1,879.9,267.45,386.9,704.85,1896.45,727.5,3277.45,3028.55
2024-09-24,2868.7,3852.9,135.05,1756.65,594.95,5389.0,3470.9,1030.4,592.6,8078.2,1868.1,428.1,3074.3,7621.35,282.25,1869.05,1041.55,3784.9,798.25,468.75,118.65,470.2,4876.9,74.64,3791.6,989.7,12443.65,169.89,1614.3,717.85,7122.0,350.05,160.53,4827.1,1900.05,4349.3,299.45,1318.6,417.15,1864.35,2215.75,36703.3,6046.8,2619.3,3093.9,705.1,133.88,12738.6,1399.5,1456.65,507.6,917.0,5375.8,1904.65,6203.15,1211.65,11761.65,7095.7,6126.3,1239.55,1637.55,1632.5,755.5,618.3,2239.5,1446.35,1501.15,339.15,515.25,1330.05,137.45,1348.2,1914.4,3072.15,1775.6,4617.25,1637.1,1489.4,3202.6,5391.45,2226.0,2068.15,5501.35,3681.9,2070.55,41958.65,714.6,375.85,603.75,895.7,851.05,1448.3,884.0,269.8,382.9,708.85,1898.6,720.7,3248.4,2950.55
2024-09-25,2871.5,3763.7,133.45,1760.4,595.35,5323.1,3428.05,989.85,578.7,8178.35,1870.55,436.1,3091.05,7614.9,282.15,1840.1,1020.8,3737.25,793.1,468.1,119.2,479.85,4895.25,75.26,3793.85,982.65,12397.25,169.82,1618.3,718.45,7133.45,363.75,161.66,4782.2,1941.5,4374.7,298.7,1323.85,417.4,1863.6,2221.1,36961.25,6226.65,2662.0,3105.1,689.2,134.23,12785.3,1381.5,1452.55,511.2,920.4,5394.3,1928.5,6180.3,1189.6,11816.3,7177.0,6088.3,1268.1,1643.2,1628.4,762.5,616.05,2235.5,1429.55,1526.75,339.8,517.55,1338.3,136.99,1348.7,1910.85,3018.5,1782.4,4620.5,1602.75,1493.95,3327.45,5265.5,2268.0,2061.6,5435.05,3676.9,2066.75,41920.05,711.45,371.45,599.55,893.95,855.55,1439.5,889.6,268.1,379.6,704.75,1895.3,716.55,3244.75,2948.95
2024-09-26,2891.1,3794.2,133.05,1771.1,610.05,5426.45,3412.3,997.35,564.2,8070.4,1898.4,434.6,3181.1,7845.4,280.65,1825.95,1028.25,3757.55,801.85,476.05,120.6,501.75,4994.25,78.09,3762.15,1005.55,12621.65,171.36,1641.75,734.65,7167.85,365.45,165.61,4867.55,1953.2,4351.35,295.2,1329.05,421.95,1898.3,2188.15,37141.9,6197.15,2745.85,3122.65,693.6,139.2,13383.8,1375.0,1472.6,517.0,924.0,5379.3,1982.8,6254.1,1213.45,12065.0,7077.25,6051.45,1277.1,1621.8,1644.8,777.0,625.15,2264.0,1422.3,1515.3,345.1,522.75,1348.9,141.99,1377.8,1857.55,3053.7,1783.85,4624.05,1606.95,1497.95,3305.65,5198.05,2257.5,2022.05,5459.95,3698.4,2057.85,42033.2,713.55,372.85,601.1,876.7,861.0,1452.7,891.7,270.95,380.5,687.9,1900.25,729.55,3277.05,2986.1
2024-09-27,2949.7,3864.8,130.85,1734.6,596.7,5437.0,3482.6,994.75,586.75,8133.45,1948.7,436.9,3183.65,7833.7,287.55,1868.5,1028.05,3816.7,802.65,485.5,119.8,513.0,5062.6,78.39,3705.65,1001.55,12666.4,180.01,1609.0,747.15,7234.0,354.25,166.55,4945.7,1896.85,4328.0,297.2,1306.6,437.95,1882.65,2218.5,37976.1,6184.6,2783.15,3130.3,692.45,140.54,13495.6,1387.0,1456.7,523.05,914.05,5457.9,2010.7,6268.8,1201.55,11952.3,7295.2,5957.35,1273.15,1672.5,1681.7,775.5,634.0,2210.5,1388.65,1511.35,367.3,522.7,1350.0,143.41,1372.8,1866.7,3082.6,1808.4,4652.95,1609.25,1526.2,3191.4,5102.3,2238.15,2031.3,5356.55,3764.05,1981.85,42034.05,729.0,368.85,610.65,930.45,863.35,1462.7,876.3,270.9,374.5,688.25,1906.75,730.2,3310.75,2966.25
2024-09-30,2839.85,3806.05,131.25,1709.55,615.1,5450.4,3396.55,985.75,580.65,8055.0,1926.7,443.2,3094.9,7574.65,279.7,1845.25,1039.65,3823.95,787.9,482.6,117.7,512.65,5026.25,81.63,3675.55,1030.05,12345.95,180.15,1608.0,756.2,7199.15,352.85,168.55,4787.45,1892.2,4268.8,297.6,1273.0,440.55,1844.0,2191.1,37678.9,6052.8,2795.55,3135.85,695.4,141.36,13238.0,1403.5,1448.2,522.5,895.15,5443.35,1973.4,6338.15,1196.95,11802.0,7250.0,5712.4,1232.2,1654.1,1679.7,770.5,632.55,2149.5,1393.4,1460.7,369.95,518.15,1350.3,140.93,1345.0,1845.1,3010.4,1796.1,4655.75,1577.2,1476.6,3160.95,5096.3,2174.4,2012.9,5344.25,3804.5,1902.7,42904.2,734.65,363.1,613.15,944.35,867.0,1447.6,866.0,270.7,370.8,681.9,1875.6,718.0,3329.1,2958.3
2024-10-01,2838.65,3875.85,130.65,1698.7,615.85,5487.75,3369.9,970.2,568.75,8268.1,1919.95,440.1,3165.5,7612.7,280.45,1817.65,1035.35,3775.95,796.95,481.25,119.05,516.15,4972.65,81.5,3653.5,1027.3,12157.45,179.06,1581.85,761.55,7153.35,350.8,167.03,4905.25,1887.85,4209.2,291.95,1274.4,444.9,1834.2,2194.4,37841.2,6151.25,2801.15,3186.1,693.65,141.03,13166.0,1425.5,1467.5,519.9,913.75,5423.8,1975.25,6446.05,1196.25,11837.15,7511.7,5750.1,1226.65,1664.85,1670.1,770.5,632.45,2182.5,1388.25,1438.3,368.25,516.2,1349.8,140.51,1353.5,1854.55,3015.6,1816.5,4731.35,1625.4,1464.8,3252.45,4954.35,2153.9,1999.8,5345.65,3820.15,1884.95,42714.25,737.35,370.65,621.2,904.4,877.9,1409.7,863.1,273.4,375.9,658.8,1904.35,710.2,3277.35,2923.75
2024-10-03,2725.6,3682.65,128.95,1673.45,597.4,5250.25,3392.15,942.15,538.8,8110.3,1910.85,435.35,3129.85,7487.9,268.95,1755.8,1051.05,3674.95,794.1,471.8,115.35,511.75,4782.5,79.79,3497.65,1039.1,11806.45,171.33,1516.25,747.1,6905.95,344.15,166.98,4716.85,1845.2,4152.05,292.05,1256.35,415.05,1805.55,2183.6,37122.8,6159.3,2766.15,3116.0,699.05,137.03,12647.35,1412.0,1425.2,522.9,864.85,5430.3,1913.4,6331.75,1152.75,11724.8,7346.4,5662.75,1175.7,1656.55,1649.9,743.5,617.45,2113.0,1348.4,1458.6,348.85,512.75,1347.15,135.95,1337.4,1845.65,2921.0,1778.55,4660.45,1604.05,1407.0,3071.15,4942.6,2135.2,1972.9,5099.95,3838.1,1807.8,41663.55,712.4,356.55,605.45,882.6,872.95,1387.75,841.0,265.1,364.6,635.15,1893.4,702.25,3149.3,2893.35
2024-10-04,2687.5,3623.5,128.4,1640.9,581.4,5141.3,3473.55,926.35,572.75,7930.4,1910.05,430.45,3017.45,7353.3,267.6,1750.8,1021.1,3670.1,796.65,466.65,112.7,508.7,4706.8,78.85,3493.95,1033.75,11774.4,168.65,1497.4,747.9,6773.6,338.85,166.75,4609.35,1808.4,4015.65,295.25,1239.75,406.9,1798.1,2198.25,36734.5,6194.15,2745.1,3110.65,690.2,139.01,12605.75,1425.0,1413.7,517.25,844.85,5425.55,1884.55,6206.0,1130.4,11450.25,7246.85,5520.85,1178.4,1623.3,1604.4,721.0,610.7,2109.5,1343.25,1466.05,340.25,503.55,1326.65,133.95,1299.1,1809.6,2846.6,1776.6,4587.25,1616.45,1386.5,2897.45,4737.55,2126.6,1934.45,5071.6,3740.05,1801.2,41389.55,704.85,346.35,599.3,898.35,868.45,1382.85,828.8,266.8,361.8,629.15,1918.15,708.8,3072.5,2848.75
2024-10-07,2637.85,3591.0,125.1,1662.05,580.05,5230.15,3405.1,916.4,547.35,7758.3,1905.25,415.45,3060.2,7449.5,256.65,1739.55,1000.6,3589.25,770.65,441.3,111.2,500.3,4667.95,76.24,3468.35,1018.75,11617.05,162.74,1478.45,731.3,6773.15,328.95,164.36,4485.2,1748.1,3849.35,289.45,1233.9,393.65,1787.95,2174.9,36784.3,6160.25,2720.5,3018.0,678.8,132.19,12527.5,1441.5,1355.2,495.4,825.65,5404.35,1879.3,6120.3,1111.4,11230.35,6998.15,5501.55,1145.7,1624.65,1576.6,727.0,590.35,2066.5,1332.35,1466.6,335.0,510.2,1322.0,132.71,1286.9,1757.2,2874.45,1776.95,4497.5,1618.55,1370.7,2855.75,4544.15,2100.8,1914.6,5145.8,3695.25,1752.45,41418.95,694.65,340.0,580.3,882.9,855.4,1350.85,808.9,265.7,358.0,618.4,1934.3,705.85,3062.25,2833.4
2024-10-08,2740.55,3708.3,128.1,1657.45,597.2,5308.65,3517.45,955.85,565.6,8154.65,1917.15,420.95,3165.85,8041.95,265.5,1816.45,982.9,3493.35,781.45,456.9,111.25,497.45,4693.45,72.99,3532.4,998.2,11889.1,164.24,1530.95,721.8,6924.3,327.15,159.52,4602.95,1759.6,3855.4,293.45,1236.6,390.25,1728.05,2216.95,37967.65,6250.85,2738.2,3160.7,697.9,131.37,12531.95,1464.5,1418.55,510.8,840.0,5547.05,1838.15,6204.4,1119.05,11389.8,7372.15,5529.85,1153.3,1640.7,1592.6,718.5,606.4,2094.5,1304.55,1491.25,338.0,507.95,1331.2,135.88,1290.9,1800.9,2901.1,1789.45,4570.7,1629.1,1397.35,2951.9,4465.45,2100.15,1948.45,5144.7,3743.9,1813.85,42267.1,713.35,342.7,576.8,893.35,857.25,1359.55,825.5,263.5,360.7,615.4,1948.55,710.1,3088.05,2818.8
2024-10-09,2782.55,3761.8,126.85,1678.1,607.45,5334.1,3557.25,962.3,574.35,8458.05,1930.85,418.45,3153.0,8220.85,264.3,1858.2,999.5,3493.45,797.4,460.85,110.9,496.25,4708.9,74.72,3487.1,994.5,11818.1,164.74,1561.55,727.55,7008.9,329.75,159.06,4708.3,1834.65,4045.1,288.5,1244.15,394.85,1737.4,2286.05,38606.15,6294.1,2715.75,3153.75,698.2,130.33,12760.7,1475.5,1408.15,505.45,851.95,5989.75,1866.95,6097.25,1117.8,11350.15,7677.2,5554.6,1170.15,1680.5,1587.2,730.0,607.95,2185.0,1333.4,1509.3,338.85,491.7,1332.95,137.37,1258.0,1786.5,2899.15,1809.7,4605.25,1658.8,1374.6,2984.35,4645.4,2083.75,1928.7,5218.2,3712.8,1784.45,43935.4,717.1,347.05,577.6,892.1,855.2,1341.55,816.6,265.6,360.2,629.2,1952.75,717.3,3078.85,2768.95
2024-10-10,2793.5,3782.65,129.1,1678.1,614.4,5241.1,3443.25,952.35,572.5,8510.3,1887.75,422.7,3194.3,8028.85,271.35,1862.05,990.75,3447.25,797.1,465.65,112.85,492.5,4697.9,75.45,3460.35,1007.4,11832.0,164.39,1517.1,730.15,6955.05,334.35,159.72,4665.15,1879.25,3973.8,288.75,1243.5,392.5,1734.5,2154.65,38222.25,6137.1,2722.45,3174.2,685.1,129.97,12944.1,1456.5,1417.2,508.8,860.8,5942.15,1875.7,6002.15,1114.15,11430.05,7686.75,5456.1,1184.25,1618.9,1568.8,732.0,585.25,2205.0,1316.75,1465.95,335.45,492.05,1316.6,140.02,1256.2,1776.7,2854.05,1808.65,4561.85,1619.7,1371.05,3014.4,4607.5,2080.0,1938.3,5196.5,3641.4,1780.5,44165.05,710.5,345.8,584.4,900.5,862.05,1356.4,831.2,262.5,375.2,623.8,1919.0,723.65,3059.1,2754.7
2024-10-11,2794.35,3614.15,128.45,1687.4,600.3,5469.55,3497.05,939.8,584.55,8553.7,1901.95,422.5,3134.35,8234.95,270.0,1854.5,1005.85,3474.4,799.75,461.15,113.95,497.5,4728.05,77.89,3482.55,1012.05,11876.95,163.15,1501.05,747.35,6983.4,330.05,160.66,4693.45,1919.15,3937.95,292.55,1223.0,395.5,1735.05,2224.5,38486.8,6191.3,2725.55,3137.2,685.5,134.03,12776.65,1476.0,1408.25,504.15,846.6,6142.25,1876.4,5978.5,1113.1,11421.3,7749.9,5476.3,1172.45,1595.75,1555.1,730.0,585.2,2224.5,1315.7,1495.85,337.65,488.2,1319.85,141.89,1255.9,1789.45,2876.35,1839.65,4523.6,1647.05,1372.1,3014.25,4572.7,2067.35,1938.5,5234.2,3689.65,1792.2,45370.15,715.1,346.15,583.05,881.25,861.55,1347.6,825.5,264.15,376.5,629.7,1935.1,723.85,3037.2,2783.2
2024-10-14,2830.4,3667.8,126.9,1695.6,597.7,5616.7,3489.95,947.25,586.3,8570.5,1909.75,424.5,3154.9,8191.85,268.75,1855.65,993.15,3497.8,805.15,462.3,114.35,499.15,4779.8,79.01,3555.05,1012.5,11899.3,165.47,1512.9,743.0,7092.6,330.7,158.32,4678.95,1997.8,3965.7,286.5,1231.75,405.85,1738.3,2243.9,38795.6,6251.45,2726.9,3101.1,689.35,134.33,12537.85,1486.5,1410.3,520.2,862.9,6214.85,1867.2,5978.05,1113.55,11300.3,7725.4,5555.35,1164.35,1598.45,1565.7,721.0,588.9,2241.0,1312.6,1489.25,340.75,496.95,1332.0,142.84,1251.0,1794.5,2962.6,1855.9,4564.75,1692.5,1372.5,3091.55,4183.6,2089.35,1940.25,5278.5,3522.45,1775.35,45648.5,704.65,346.5,578.65,874.45,869.85,1370.45,844.0,274.8,382.2,618.35,1958.9,740.6,3039.15,2789.1
2024-10-15,2833.6,3669.05,126.8,1717.25,619.7,5630.9,3497.6,969.0,559.45,8648.3,1898.45,426.6,3155.8,8124.25,271.6,1902.4,968.7,3508.5,804.65,463.5,113.15,489.85,4722.1,77.35,3551.9,1000.85,11521.5,167.93,1503.05,726.95,7140.15,329.85,155.63,4756.45,2028.9,3932.0,283.7,1255.5,422.9,1723.75,2250.9,38703.15,6265.5,2735.8,3104.7,685.7,130.94,12446.75,1494.0,1420.3,514.4,875.45,6106.7,1853.95,6068.7,1115.25,11416.9,7870.05,5505.65,1153.85,1571.75,1581.9,701.5,590.35,2277.5,1342.45,1480.05,348.75,498.55,1322.35,140.77,1242.1,1811.1,2929.8,1870.1,4557.9,1675.35,1344.0,3146.65,4193.55,2103.2,1934.7,5318.6,3492.05,1763.0,46257.7,711.15,352.2,574.1,868.0,870.1,1360.9,842.0,266.5,379.0,626.6,1959.3,714.25,3067.1,2781.45
2024-10-16,2774.15,3798.4,125.15,1733.95,608.85,5543.85,3515.35,964.2,527.2,8769.35,1898.5,424.25,3068.0,7805.8,269.6,1864.6,960.25,3471.0,805.45,460.45,112.2,486.7,4678.25,77.13,3532.6,989.35,11616.95,168.39,1485.2,733.1,7071.3,327.2,155.24,4699.85,2030.6,3878.65,285.4,1243.15,434.65,1733.75,2195.3,38261.55,6094.3,2764.1,3085.9,679.55,129.92,12383.9,1441.0,1403.8,510.4,884.75,6123.65,1862.05,6090.1,1113.95,11322.3,7986.3,5398.2,1153.2,1562.2,1590.0,695.5,589.05,2414.0,1361.0,1482.05,350.75,493.2,1342.2,137.76,1231.1,1881.3,2911.35,1865.25,4588.05,1660.3,1354.1,3227.85,4173.8,2075.6,1939.3,5356.9,3496.3,1751.05,46593.15,708.65,346.65,568.85,871.95,870.75,1346.3,849.9,266.1,375.3,622.1,1920.1,726.8,3082.1,2781.25
2024-10-17,2679.25,3692.0,121.8,1701.15,603.55,5536.0,3396.65,937.25,525.1,8690.7,1889.55,417.75,2964.6,7719.65,254.2,1793.6,930.0,3403.35,811.05,450.2,109.8,472.15,4623.85,74.67,3570.3,979.5,10119.45,164.28,1456.55,734.8,6989.3,331.15,152.4,4624.0,1903.7,3789.0,281.6,1231.25,433.35,1702.0,2176.3,36484.9,6023.0,2705.85,3013.75,666.1,127.83,12143.75,1451.5,1394.7,508.2,861.0,6077.4,1815.8,5988.5,1090.15,11017.3,7717.65,5217.45,1131.85,1558.7,1577.2,690.0,571.25,2364.5,1347.3,1468.65,342.7,488.9,1340.8,135.28,1189.4,1834.6,3080.2,1867.8,4463.0,1699.0,1356.4,3084.2,4087.7,2040.45,1805.55,5242.5,3370.25,1733.55,45463.75,695.1,339.05,553.7,873.15,848.9,1347.35,836.6,264.4,372.8,612.4,1968.1,726.1,3055.85,2738.65
2024-10-18,2715.9,3710.1,122.3,1707.85,609.55,5506.15,3449.5,937.4,533.4,8783.0,1910.35,424.95,2964.25,7768.05,253.85,1766.8,964.5,3381.45,820.4,453.55,111.65,480.85,4765.65,77.14,3577.8,992.6,10063.95,165.35,1460.3,753.5,6982.9,332.05,155.39,4663.05,1931.5,3815.4,283.3,1264.5,431.6,1706.05,2179.7,36800.75,6132.75,2760.95,3002.0,669.3,129.03,12105.1,1442.0,1405.6,506.5,875.15,6022.25,1819.9,5887.2,1093.25,11069.3,7803.0,5216.2,1196.85,1551.7,1592.0,690.0,573.95,2355.0,1336.15,1472.7,342.5,486.7,1348.2,136.77,1175.1,1865.3,3095.75,1857.7,4560.7,1687.9,1359.3,3133.65,3986.7,2020.95,1849.7,5132.1,3395.95,1736.05,45570.65,698.1,339.95,555.25,868.8,851.3,1347.25,840.9,274.3,374.2,625.0,1879.6,742.45,2992.15,2717.1
2024-10-21,2737.7,3579.3,120.7,1692.55,608.35,5247.65,3392.5,951.45,529.9,8279.7,1897.0,425.0,2998.2,7606.55,247.65,1752.3,948.95,3363.25,813.95,453.8,108.9,475.0,4810.45,75.19,3585.6,981.45,10500.5,160.12,1438.7,739.6,6986.4,331.15,155.03,4591.0,1995.55,3743.4,276.6,1259.05,415.15,1711.85,2151.95,36839.15,6158.35,2718.25,2937.65,661.95,126.46,12175.9,1365.0,1375.5,501.75,860.75,5925.0,1758.4,5778.3,1017.05,10869.3,7481.6,5242.25,1190.3,1523.75,1576.8,678.0,571.9,2301.5,1313.5,1460.25,331.65,483.65,1339.5,132.92,1177.3,1813.95,2985.5,1843.6,4400.1,1701.2,1369.2,3034.6,3973.45,2024.35,1812.7,5255.8,3337.9,1710.8,44515.65,680.2,337.4,545.45,878.95,834.95,1308.25,864.4,274.05,357.8,622.55,1852.75,745.85,3049.2,2693.55
2024-10-22,2662.5,3541.4,117.65,1692.25,593.7,5158.2,3339.65,923.2,516.6,8177.55,1887.55,415.75,2887.2,7497.35,232.8,1718.5,910.25,3329.8,790.4,435.85,106.3,460.75,4759.05,71.8,3511.9,963.65,10368.35,155.31,1411.2,720.25,6891.95,322.75,150.39,4524.4,1950.45,3671.7,270.8,1267.5,402.1,1698.15,2132.05,36065.3,6110.25,2655.35,2823.8,657.0,121.8,11923.3,1360.0,1362.85,513.6,815.15,5817.95,1722.6,5727.0,998.25,10825.15,7238.7,5175.8,1175.75,1510.35,1563.7,668.0,558.5,2255.5,1299.6,1447.6,322.9,481.8,1332.5,129.0,1175.1,1794.65,2977.65,1822.75,4319.0,1696.55,1343.35,2907.7,4005.2,1986.25,1770.8,5163.25,3340.1,1684.45,44061.15,675.5,325.8,530.35,840.1,826.85,1274.35,857.3,272.7,352.6,615.45,1851.6,728.2,3006.85,2681.7
2024-10-23,2562.95,3419.9,117.55,1685.8,593.55,5718.75,3318.95,914.2,504.95,7703.8,1839.35,408.3,2793.5,7511.3,223.7,1720.15,915.45,3288.6,786.0,437.7,107.05,463.0,4677.75,72.75,3455.4,954.45,10586.75,152.94,1406.7,717.1,6906.75,316.9,148.78,4520.0,1957.55,3701.2,270.85,1251.6,397.85,1716.0,2074.55,36255.8,5854.55,2633.2,2835.55,656.6,118.13,11956.2,1511.5,1340.45,523.7,805.35,5727.6,1739.7,5748.85,1014.55,10753.05,6872.05,5145.7,1160.4,1485.6,1545.4,699.5,555.85,2249.5,1292.35,1434.0,323.05,480.35,1321.6,131.76,1163.6,1795.65,3119.85,1845.75,4352.15,1735.95,1338.5,2964.3,4156.1,1958.95,1749.8,5316.55,3331.1,1702.1,43145.25,655.9,325.2,531.75,825.35,838.85,1274.3,867.9,273.6,353.6,606.8,1873.4,723.75,2989.7,2659.3
2024-10-24,2482.35,3397.1,120.95,1678.45,585.6,5691.2,3321.3,906.15,510.25,7648.1,1848.9,411.9,2826.35,7488.0,227.3,1692.0,924.3,3330.9,794.55,438.0,108.65,469.05,4668.5,71.94,3442.65,958.1,10302.5,153.27,1386.15,690.7,6954.15,319.15,148.98,4519.85,1984.9,3494.55,269.1,1252.75,404.75,1635.3,2131.55,36049.1,5960.95,2666.7,2830.2,634.25,117.13,11763.7,1540.0,1354.4,539.5,801.4,5736.65,1742.1,5612.4,996.45,11043.6,6848.0,5113.6,1167.35,1492.3,1560.8,704.0,558.9,2217.0,1255.1,1442.2,321.45,471.7,1316.55,128.29,1129.3,1795.1,3098.75,1844.9,4320.9,1735.75,1339.8,2924.4,4060.1,1955.75,1723.3,5284.5,3212.7,1692.4,43441.6,651.05,322.65,535.0,802.4,844.8,1280.05,874.8,273.45,352.4,600.8,1863.35,714.85,2972.0,2505.1
2024-10-25,2449.8,3370.15,118.45,1666.0,582.8,5670.9,3432.85,938.0,485.35,7521.65,1860.4,398.9,2720.85,7361.45,216.85,1706.95,899.05,3266.55,780.95,422.1,107.0,455.4,4591.6,72.6,3326.4,943.85,10206.1,146.31,1372.2,678.75,6944.85,315.8,145.86,4366.1,1941.75,3500.4,264.05,1255.45,372.4,1616.75,2156.7,35931.95,5942.55,2615.2,2693.45,640.1,111.48,11502.85,1548.0,1318.7,510.05,777.0,5780.75,1707.4,5669.4,973.05,10995.2,6776.45,4973.3,1189.35,1488.9,1589.5,691.0,552.7,2171.0,1291.25,1428.15,306.3,482.3,1302.95,126.45,1130.4,1754.85,3041.05,1852.35,4327.65,1716.45,1327.85,2929.25,4052.2,1929.15,1694.95,5170.3,3082.2,1644.0,43038.6,636.25,312.0,521.95,775.55,853.05,1041.6,871.7,271.7,353.8,585.25,1862.05,709.45,2958.0,2528.05
2024-10-28,2462.35,3419.1,119.65,1663.35,604.9,5666.5,3316.7,968.0,476.05,7338.95,1902.9,403.9,2781.0,7307.85,229.75,1655.25,919.0,3283.05,792.05,425.7,105.95,469.15,4720.65,75.98,3340.8,967.25,10011.25,147.02,1280.35,692.9,6926.3,318.3,149.38,4015.45,1970.5,3506.15,263.35,1292.85,383.3,1605.9,2204.7,36123.3,6039.55,2646.95,2798.65,634.0,114.67,11483.25,1541.0,1352.2,526.65,822.9,5814.4,1730.45,5722.3,975.9,11092.6,6751.35,4927.8,1171.6,1503.15,1580.8,691.0,569.4,2169.0,1296.65,1434.55,310.4,484.15,1311.5,126.97,1136.0,1762.25,3012.85,1871.75,4359.75,1702.55,1334.35,2975.35,3987.5,1896.0,1668.4,5150.1,3104.85,1613.15,42493.5,624.6,323.75,531.8,746.95,856.95,1054.8,867.1,279.3,350.0,585.5,1865.35,718.25,3001.85,2575.8
2024-10-29,2447.2,3474.25,118.45,1637.1,600.35,5670.5,3215.65,994.5,479.45,7492.5,1871.6,412.15,2746.9,7410.3,235.0,1604.9,915.05,3283.4,832.7,425.4,104.1,472.3,4898.15,75.37,3380.9,958.8,9850.85,144.12,1292.4,693.6,6987.45,320.55,150.06,4026.75,1984.75,3541.5,265.0,1331.85,388.5,1661.35,2206.15,36416.55,5928.3,2686.0,2848.6,629.15,115.71,11046.0,1551.0,1372.7,550.15,832.45,5803.35,1766.7,5667.5,992.05,11112.1,6907.6,4787.45,1186.85,1477.55,1554.5,702.0,575.0,2209.5,1278.3,1412.35,311.45,487.95,1274.7,126.85,1133.7,1770.6,3022.5,1871.75,4410.95,1698.5,1340.0,2945.8,3965.15,1913.3,1672.2,5201.5,3093.5,1635.1,43352.5,647.2,327.0,534.65,751.5,864.9,1038.15,875.9,281.1,352.0,575.3,1839.3,742.4,2992.85,2547.65
2024-10-30,2458.9,3511.5,118.4,1633.35,614.1,5617.85,3137.8,992.35,471.2,7426.9,1852.1,408.5,2707.7,7252.45,236.6,1646.25,919.0,3308.45,822.45,427.0,104.7,468.5,4869.25,74.75,3408.35,957.3,9940.65,143.4,1274.5,688.4,6982.5,318.45,148.97,4057.7,1927.75,3633.75,261.65,1312.15,377.65,1624.15,2158.25,36173.35,5795.6,2672.55,2969.3,651.15,116.03,11256.45,1548.5,1396.2,560.4,826.4,5886.6,1752.45,5782.5,1022.7,11205.1,6930.05,4909.3,1170.4,1418.25,1576.8,695.5,579.7,2192.5,1300.05,1405.15,311.3,491.55,1249.85,123.38,1138.2,1697.9,3007.0,1838.8,4495.55,1684.95,1343.9,2873.65,3932.45,1927.9,1662.5,5156.3,3091.15,1634.2,43256.4,668.35,320.7,546.25,771.7,882.65,1056.4,867.3,282.6,346.9,578.45,1802.1,727.05,2996.65,2554.95
2024-10-31,2493.7,3500.6,118.55,1612.6,624.7,5372.5,3202.65,1017.6,471.75,7429.45,1848.9,408.15,2728.55,7128.35,239.0,1636.45,920.5,3267.05,820.2,440.05,104.1,464.05,4894.65,73.95,3622.3,963.65,9836.3,142.62,1272.75,686.05,7022.7,320.8,148.56,4052.5,1966.8,3745.1,266.15,1292.25,380.9,1622.15,2186.95,35121.6,5779.25,2695.85,2947.25,640.0,115.75,11076.45,1525.0,1375.95,553.2,819.85,5889.65,1750.75,5726.9,1002.55,11065.65,6976.3,4989.55,1159.55,1551.75,1572.9,689.0,580.55,2149.5,1283.15,1396.5,310.75,488.8,1274.2,120.64,1131.5,1649.5,2879.55,1766.05,4488.5,1608.65,1332.05,2875.7,3930.7,1917.35,1638.4,4945.85,3062.5,1598.3,43163.8,677.7,316.1,553.65,760.2,886.55,1055.6,867.8,275.9,346.2,576.0,1757.25,720.15,2935.65,2528.25
