,Expected_Return,Downside_Risk
CORDSCABLE,0.06658341756534907,0.36389296329738274
CPCAP,-0.053866139494807654,0.3025816545250992
CTE,0.10361011860507176,0.3636107615066536
CUB,0.11971591060552016,0.21510405553902343
CUMMINSIND,0.10634118374841522,0.19986887935299052
CYBERTECH,0.18593237268134302,0.34877626072224144
CYIENT,0.1486808855916001,0.22903378529858837
DABUR,0.14323976656593934,0.16282676124959727
DALMIASUG,0.22390101101549847,0.33333042860248663
DBREALTY,-0.04544598577818066,0.4144245533019163
DCM,-0.006098235776393585,0.36874288194953936
DCMSHRIRAM,0.2538175043699603,0.3089453119311947
DCW,0.12408882255012763,0.34115364160982353
DECCANCE,0.1563392651085872,0.27713228227383846
DELTAMAGNT,0.0566724391607337,0.3835477299709376
DENORA,0.20661079372868563,0.3411033014630973
DHAMPURSUG,0.10339548405518688,0.34416576961103645
DHANBANK,-0.16263819482050623,0.28646340784186103
DHANUKA,0.1672941862601432,0.22016071544260488
DIVISLAB,0.18499409901662453,0.2205982173173196
DLF,0.03550628358149617,0.34884007592940675
DLINKINDIA,0.17260630641114685,0.3238805014731204
DONEAR,0.10508547666706872,0.3469729207978088
DPSCLTD,0.035162982195569334,0.3584957251581695
DREDGECORP,-0.0045495718555665044,0.28222771563234417
DSSL,0.22350545788294113,0.4164201819372983
DUCON,0.0604365344298698,0.4665772063605924
DVL,0.039486223165127746,0.29440558020195723
DWARKESH,0.21669363684691678,0.355326018940158
DYNAMATECH,0.07413535991829705,0.30037591934451197
ECLERX,0.12442202122923168,0.2330842476083432
EDELWEISS,0.03668963537067177,0.3269247973922081
EICHERMOT,0.28209743459069425,0.21178963675033255
EIDPARRY,0.07253449861550558,0.24182936282065962
EKC,0.004648647843467558,0.3798494946093978
ELECTCAST,0.004976428580232324,0.31742282562790197
ELGIEQUIP,0.19988730356190543,0.23641979092988494
ELGIRUBCO,0.10847604053632957,0.3335084619893077
EMAMILTD,0.0955537322555906,0.21099471976074313
EMBDL,-0.0413371936270079,0.40311905083913013
EMKAY,0.01248764755279172,0.3793832386019568
EMMBI,0.15798949774504017,0.3138227660141784
ENGINERSIN,-0.05672034059628758,0.24417794103133258
EPL,0.16406862983888876,0.2496001785739329
ESABINDIA,0.17974393938620345,0.23844980983071265
ESCORTS,0.2244655276174459,0.2810686604927011
ESSARSHPNG,-0.10082716646040935,0.3079012982519791
ESTER,0.0639742354773213,0.3455537517184442
EVERESTIND,0.14441852753539647,0.2870547910893662
EXCEL,-0.13632885846500564,2.4339900457169628
EXIDEIND,0.0222093797239979,0.21016173676376443
FDC,0.07435753409684308,0.21027044328130184
FEDERALBNK,0.10611639262548996,0.26104079887762227
FELDVR,-0.1103110929800046,0.7676103909150138
FIEMIND,0.1989147672387846,0.24604685905345633
FILATEX,0.19080904008179075,0.3547389279247586
FINPIPE,0.19007328772477336,0.22964774165915078
FLEXITUFF,-0.15113539002042328,0.34895778016476836
FMGOETZE,0.048277516412437035,0.23026479827692056
FMNL,-0.18862926533011878,0.42306542252636137
FORTIS,0.04492636201415322,0.2370180679158901
FOSECOIND,0.14211312190156214,0.2031395458824321
GABRIEL,0.16789754884145297,0.26524750218295373
GAEL,0.23601541453597266,0.31591279340318706
GAIL,0.02110851413845912,0.2374464391236359
GALLANTT,0.08963599767503129,0.31667122667588665
GANDHITUBE,0.12911674606296314,0.24745222457830193
GANESHHOU,0.0925574938608827,0.34126469895555295
GARFIBRES,0.3337208267632728,0.2426120147228235
GENESYS,0.0625551987619266,0.3781919628447301
GENUSPOWER,0.14463952935815422,0.3391466692302324
GFLLIMITED,-0.03555780950161999,0.6964258548926192
GHCL,0.21791538891166107,0.2645359204777325
GICHSGFIN,0.043813466095021465,0.26277800898017567
