Date,Close,High,Low,Open,Volume
2011-01-03,8001.47998046875,8027.830078125,7989.27978515625,7989.27978515625,0
2011-01-04,7981.60986328125,8038.740234375,7970.89990234375,8016.41015625,0
2011-01-05,7903.02978515625,7984.56982421875,7885.93994140625,7984.56982421875,0
2011-01-06,7838.919921875,7942.10986328125,7819.93994140625,7927.16015625,0
2011-01-07,7656.490234375,7842.33984375,7637.5400390625,7835.39013671875,0
2011-01-10,7473.490234375,7663.60986328125,7456.1201171875,7663.60986328125,0
2011-01-11,7462.080078125,7552.10009765625,7401.740234375,7488.080078125,0
2011-01-12,7586.4599609375,7597.35986328125,7413.39013671875,7500.81982421875,0
2011-01-13,7481.1201171875,7605.77001953125,7464.43017578125,7578.85009765625,0
2011-01-14,7360.009765625,7561.080078125,7345.509765625,7485.52001953125,0
2011-01-17,7335.93017578125,7386.5498046875,7320.8701171875,7371.77001953125,0
2011-01-18,7404.47021484375,7418.68017578125,7359.41015625,7361.77978515625,0
2011-01-19,7388.08984375,7443.9599609375,7358.35009765625,7421.56982421875,0
2011-01-20,7409.009765625,7421.14013671875,7330.35986328125,7367.1298828125,0
2011-01-21,7402.919921875,7432.77001953125,7383.10986328125,7401.4501953125,0
2011-01-24,7458.330078125,7471.830078125,7412.240234375,7424.4501953125,0
2011-01-25,7401.0400390625,7522.1201171875,7394.85009765625,7478.56982421875,95971900
2011-01-27,7281.27001953125,7433.64013671875,7274.06982421875,7430.259765625,0
2011-01-28,7137.5400390625,7286.60009765625,7066.77001953125,7286.60009765625,0
2011-01-31,7128.2900390625,7146.58984375,6999.43994140625,7102.08984375,0
2011-02-01,7011.8701171875,7165.169921875,6998.08984375,7152.97021484375,0
2011-02-02,7029.52978515625,7101.080078125,7013.41015625,7059.39013671875,0
2011-02-03,7142.06005859375,7146.89990234375,7020.7900390625,7036.3701171875,0
2011-02-04,6995.72998046875,7190.56005859375,6968.58984375,7143.81982421875,0
2011-02-07,6986.6201171875,7036.919921875,6968.60986328125,7027.77001953125,0
2011-02-08,6861.2099609375,7012.91015625,6850.89013671875,7012.91015625,0
2011-02-09,6732.91015625,6859.93017578125,6701.52001953125,6849.419921875,0
2011-02-10,6710.0400390625,6755.2900390625,6647.919921875,6736.97021484375,0
2011-02-11,6830.4501953125,6836.64990234375,6654.81982421875,6725.47021484375,0
2011-02-14,7029.919921875,7037.6201171875,6880.97998046875,6882.4599609375,0
2011-02-15,7058.02978515625,7089.77978515625,6973.43017578125,7045.10986328125,0
2011-02-16,7074.490234375,7095.240234375,7047.7900390625,7057.85009765625,0
2011-02-17,7147.7001953125,7154.43994140625,7060.77978515625,7085.64013671875,0
2011-02-18,7028.14990234375,7222.02001953125,7011.66015625,7161.72021484375,0
2011-02-21,7089.330078125,7095.2900390625,6967.3798828125,7033.669921875,0
2011-02-22,7028.1201171875,7086.759765625,6994.56005859375,7077.5498046875,0
2011-02-23,6988.169921875,7056.0400390625,6979.85986328125,7013.9599609375,0
2011-02-24,6784.18994140625,6977.580078125,6760.4599609375,6977.580078125,0
2011-02-25,6811.91015625,6846.2001953125,6724.39013671875,6820.0400390625,0
2011-02-28,6850.39990234375,6998.18017578125,6827.08984375,6838.93994140625,146926800
2011-03-01,7076.22998046875,7085.06982421875,6888.5498046875,6888.5498046875,135015000
2011-03-03,7087.669921875,7127.7998046875,7018.60009765625,7045.740234375,0
2011-03-04,7090.35986328125,7175.7001953125,7077.72998046875,7120.97021484375,0
2011-03-07,7000.5498046875,7052.81005859375,6944.25,7052.81005859375,0
2011-03-08,7075.81005859375,7085.509765625,7013.240234375,7013.240234375,0
2011-03-09,7097.2998046875,7125.93017578125,7044.5400390625,7096.06005859375,0
2011-03-10,7060.64013671875,7085.60009765625,7037.9599609375,7085.60009765625,0
2011-03-11,6997.9599609375,7077.5,6965.93017578125,7039.68994140625,0
2011-03-14,7084.25,7090.4599609375,6996.85986328125,6996.85986328125,0
2011-03-15,6982.759765625,7034.93017578125,6901.25,7003.14013671875,0
2011-03-16,7065.10986328125,7090.77001953125,7005.97998046875,7005.97998046875,0
2011-03-17,7006.68994140625,7071.93017578125,6993.31982421875,7033.0,0
2011-03-18,6925.81005859375,7041.81005859375,6915.68017578125,7032.10986328125,0
2011-03-21,6912.68994140625,6966.5400390625,6893.89990234375,6951.669921875,0
2011-03-22,6969.31005859375,6989.2099609375,6934.5400390625,6935.39990234375,0
2011-03-23,7043.64013671875,7046.02001953125,6963.60986328125,6966.47998046875,0
2011-03-24,7095.85009765625,7104.2900390625,7062.6298828125,7062.6298828125,0
2011-03-25,7229.4501953125,7243.02001953125,7126.7900390625,7126.7900390625,0
2011-03-28,7267.56982421875,7290.31982421875,7225.8701171875,7225.8701171875,0
2011-03-29,7318.14990234375,7349.06982421875,7268.830078125,7268.830078125,0
2011-03-30,7397.7099609375,7410.8798828125,7332.93994140625,7332.93994140625,0
2011-03-31,7437.259765625,7471.35009765625,7378.7001953125,7411.0,0
2011-04-01,7464.43017578125,7474.47998046875,7434.68017578125,7440.0498046875,0
2011-04-04,7573.0498046875,7583.91015625,7478.31982421875,7478.31982421875,0
2011-04-05,7597.08984375,7608.47998046875,7535.72998046875,7581.33984375,0
2011-04-06,7592.740234375,7651.27001953125,7563.3701171875,7600.47021484375,0
2011-04-07,7605.81005859375,7631.58984375,7581.669921875,7594.6201171875,0
2011-04-08,7538.2001953125,7643.25,7513.990234375,7608.27978515625,0
2011-04-11,7470.56982421875,7526.5498046875,7462.240234375,7523.669921875,0
2011-04-13,7609.97998046875,7618.31982421875,7423.330078125,7451.0400390625,0
2011-04-15,7527.5400390625,7611.85009765625,7507.72998046875,7601.240234375,0
2011-04-18,7424.0,7617.8798828125,7416.72021484375,7528.66015625,0
2011-04-19,7438.97021484375,7451.490234375,7381.56005859375,7422.8798828125,0
2011-04-20,7557.85009765625,7560.33984375,7462.9599609375,7478.14013671875,0
2011-04-21,7582.27001953125,7622.68017578125,7564.35986328125,7581.97998046875,0
2011-04-25,7581.60986328125,7617.830078125,7562.1298828125,7562.1298828125,0
2011-04-26,7574.77001953125,7599.31005859375,7496.27978515625,7584.72021484375,0
2011-04-27,7549.14013671875,7608.169921875,7537.0400390625,7592.81005859375,0
2011-04-28,7489.56005859375,7574.7998046875,7482.89990234375,7567.68017578125,0
2011-04-29,7427.14013671875,7513.419921875,7387.97021484375,7492.8701171875,0
2011-05-02,7366.52978515625,7463.27978515625,7350.64990234375,7449.52001953125,0
2011-05-03,7203.2998046875,7383.91015625,7193.2900390625,7361.330078125,0
2011-05-04,7169.259765625,7213.18994140625,7126.6201171875,7209.39990234375,0
2011-05-05,7073.77978515625,7205.58984375,7057.56982421875,7170.97998046875,0
2011-05-06,7180.7001953125,7191.47021484375,7090.85986328125,7095.27001953125,0
2011-05-09,7187.47998046875,7221.5400390625,7139.02001953125,7209.77001953125,0
2011-05-10,7182.18994140625,7237.3798828125,7156.0400390625,7195.7998046875,0
2011-05-11,7215.5,7225.4501953125,7173.72021484375,7195.81982421875,0
2011-05-12,7130.2900390625,7234.330078125,7123.08984375,7201.58984375,0
2011-05-13,7205.830078125,7259.06005859375,7118.080078125,7138.5400390625,0
2011-05-16,7144.52001953125,7198.06005859375,7135.02001953125,7198.06005859375,0
2011-05-17,7079.740234375,7184.14990234375,7059.56005859375,7151.7900390625,0
2011-05-18,7044.240234375,7105.10986328125,7026.91015625,7089.18994140625,0
2011-05-19,7040.93017578125,7078.83984375,7026.6298828125,7063.52001953125,0
2011-05-20,7101.35009765625,7134.56005859375,7049.509765625,7055.2998046875,0
2011-05-23,6983.919921875,7086.47021484375,6973.97998046875,7086.47021484375,0
2011-05-24,6997.64013671875,7021.97998046875,6968.14990234375,6989.52978515625,0
2011-05-25,6950.18017578125,6990.89013671875,6932.81982421875,6990.89013671875,0
2011-05-26,7007.509765625,7013.990234375,6965.31005859375,6969.08984375,0
2011-05-27,7097.93994140625,7104.81982421875,7023.56982421875,7023.56982421875,0
2011-05-30,7120.33984375,7149.5498046875,7098.22998046875,7111.68017578125,0
2011-06-01,7275.97998046875,7284.81005859375,7240.14013671875,7240.14013671875,0
2011-06-02,7224.4599609375,7245.7001953125,7200.7998046875,7232.490234375,0
2011-06-03,7180.72998046875,7291.31982421875,7171.58984375,7238.97021484375,0
2011-06-06,7188.990234375,7197.56982421875,7134.4599609375,7173.43994140625,0
2011-06-07,7227.60009765625,7237.81982421875,7173.7099609375,7173.7099609375,0
2011-06-08,7200.60009765625,7241.77978515625,7189.43017578125,7215.72021484375,0
2011-06-09,7193.91015625,7221.06982421875,7176.56005859375,7200.080078125,0
2011-06-10,7151.81982421875,7198.740234375,7124.39990234375,7194.97021484375,0
2011-06-13,7156.919921875,7164.0400390625,7096.77978515625,7145.52978515625,0
2011-06-14,7182.56005859375,7206.080078125,7160.759765625,7160.759765625,0
2011-06-15,7118.06005859375,7181.60009765625,7112.14990234375,7180.8798828125,0
2011-06-16,7059.97021484375,7114.4501953125,7051.1298828125,7099.68994140625,0
2011-06-17,7010.89013671875,7083.77978515625,7002.10009765625,7076.43017578125,0
2011-06-20,6859.33984375,7025.35986328125,6789.009765625,7025.35986328125,0
2011-06-21,6867.2998046875,6930.7099609375,6853.7998046875,6876.93017578125,0
2011-06-22,6849.18017578125,6906.14990234375,6832.91015625,6890.52978515625,0
2011-06-23,6884.22998046875,6895.43017578125,6809.169921875,6843.5,0
2011-06-24,7061.2998046875,7067.830078125,6902.89013671875,6902.89013671875,0
2011-06-27,7135.8701171875,7157.580078125,7037.39990234375,7037.39990234375,0
2011-06-28,7161.68017578125,7180.47021484375,7111.2900390625,7155.39990234375,0
2011-06-29,7222.919921875,7228.7001953125,7175.81982421875,7175.81982421875,0
2011-06-30,7265.31982421875,7274.85009765625,7232.02001953125,7233.759765625,0
2011-07-01,7270.10009765625,7322.02978515625,7246.35986328125,7296.60986328125,0
2011-07-04,7316.06982421875,7335.990234375,7294.47998046875,7301.5400390625,0
2011-07-05,7298.02001953125,7321.4501953125,7276.93017578125,7321.4501953125,0
2011-07-06,7289.89013671875,7328.68994140625,7277.2998046875,7294.33984375,0
2011-07-07,7405.240234375,7409.89990234375,7300.7001953125,7300.7001953125,0
2011-07-08,7322.08984375,7417.0,7311.41015625,7406.6201171875,0
2011-07-11,7272.4501953125,7315.85009765625,7258.56982421875,7315.02978515625,0
2011-07-12,7177.169921875,7242.22998046875,7142.85009765625,7228.81005859375,0
2011-07-13,7255.419921875,7263.1201171875,7193.66015625,7193.66015625,0
2011-07-14,7277.4599609375,7334.60009765625,7213.60986328125,7247.52978515625,0
2011-07-15,7261.52001953125,7345.2099609375,7247.68994140625,7303.52978515625,0
2011-07-18,7255.919921875,7295.64990234375,7245.330078125,7268.9599609375,0
2011-07-19,7300.9599609375,7317.77978515625,7252.3701171875,7258.7900390625,0
2011-07-20,7233.39990234375,7338.77001953125,7226.66015625,7326.52978515625,0
2011-07-21,7197.52978515625,7250.60009765625,7189.77001953125,7234.58984375,0
2011-07-22,7305.41015625,7310.72021484375,7225.27978515625,7225.27978515625,0
2011-07-25,7359.60986328125,7376.8701171875,7295.85009765625,7311.47021484375,0
2011-07-26,7245.31005859375,7384.6201171875,7231.259765625,7365.75,0
2011-07-27,7223.2998046875,7266.02001953125,7191.64013671875,7258.2001953125,0
2011-07-28,7147.990234375,7190.83984375,7140.43017578125,7190.83984375,0
2011-07-29,7111.31005859375,7187.7001953125,7103.89990234375,7144.7001953125,0
2011-08-01,7138.080078125,7197.91015625,7108.81982421875,7148.10986328125,0
2011-08-02,7062.27001953125,7130.580078125,7036.2998046875,7130.580078125,0
2011-08-03,7011.31982421875,7027.89013671875,6973.33984375,7027.89013671875,0
2011-08-04,6934.18994140625,7062.419921875,6926.7998046875,7022.2099609375,0
2011-08-05,6788.669921875,6847.47998046875,6661.9501953125,6847.47998046875,0
2011-08-08,6676.02001953125,6763.85009765625,6586.8701171875,6685.6201171875,0
2011-08-09,6614.169921875,6717.2001953125,6490.919921875,6552.02978515625,0
2011-08-10,6724.16015625,6751.8701171875,6685.10009765625,6711.1298828125,0
2011-08-11,6697.1201171875,6747.33984375,6684.7001953125,6704.7001953125,0
2011-08-12,6629.5,6746.0400390625,6617.7900390625,6742.85009765625,0
2011-08-16,6558.919921875,6692.2001953125,6540.39990234375,6673.68994140625,0
2011-08-17,6561.3701171875,6627.240234375,6523.16015625,6570.72998046875,0
2011-08-18,6418.919921875,6581.7099609375,6404.2001953125,6577.8798828125,0
2011-08-19,6311.33984375,6360.56005859375,6246.0,6360.56005859375,0
2011-08-22,6386.0,6392.6201171875,6273.3798828125,6315.009765625,0
2011-08-23,6443.10986328125,6462.27001953125,6350.240234375,6412.47021484375,0
2011-08-24,6378.39990234375,6481.52978515625,6365.2998046875,6442.81005859375,0
2011-08-25,6323.830078125,6412.6201171875,6310.81005859375,6393.25,0
2011-08-26,6192.02978515625,6351.89990234375,6165.06005859375,6325.93017578125,0
2011-08-29,6391.64013671875,6404.22021484375,6248.81005859375,6248.81005859375,0
2011-08-30,6487.22021484375,6499.60986328125,6404.47998046875,6433.93017578125,0
2011-09-02,6538.080078125,6566.66015625,6490.14990234375,6559.2001953125,0
2011-09-05,6526.669921875,6538.14013671875,6475.7001953125,6503.60986328125,105462200
2011-09-06,6571.47021484375,6578.89013671875,6450.56005859375,6514.02001953125,0
2011-09-07,6658.2998046875,6688.52978515625,6587.33984375,6587.33984375,0
2011-09-08,6688.68017578125,6706.6201171875,6636.83984375,6672.81982421875,0
2011-09-09,6582.43017578125,6711.06005859375,6571.740234375,6695.47021484375,0
2011-09-12,6443.10009765625,6533.33984375,6413.43017578125,6533.33984375,0
2011-09-13,6440.27001953125,6546.509765625,6409.7099609375,6472.39013671875,0
2011-09-14,6510.47021484375,6523.759765625,6416.31982421875,6455.1298828125,0
2011-09-15,6578.2099609375,6591.68994140625,6475.740234375,6540.77978515625,0
2011-09-16,6596.33984375,6647.009765625,6575.6298828125,6619.75,0
2011-09-19,6543.85986328125,6580.06005859375,6533.2998046875,6579.81005859375,0
2011-09-20,6656.77001953125,6666.02978515625,6549.9501953125,6550.31005859375,0
2011-09-21,6667.7001953125,6697.9501953125,6641.31005859375,6663.0400390625,0
2011-09-22,6419.490234375,6607.08984375,6405.58984375,6607.08984375,0
2011-09-23,6356.35986328125,6424.14013671875,6306.41015625,6384.5400390625,0
2011-09-26,6293.39013671875,6367.080078125,6208.72998046875,6367.080078125,0
2011-09-27,6443.1201171875,6454.3701171875,6351.81982421875,6351.81982421875,0
2011-09-28,6404.18994140625,6476.509765625,6383.06005859375,6476.509765625,0
2011-09-29,6464.64990234375,6477.58984375,6357.0498046875,6390.22021484375,0
2011-09-30,6385.759765625,6483.91015625,6369.39013671875,6440.58984375,0
2011-10-03,6274.52978515625,6338.9599609375,6247.18017578125,6338.9599609375,0
2011-10-04,6177.5498046875,6300.9501953125,6144.6201171875,6256.8798828125,0
2011-10-05,6143.5498046875,6229.1298828125,6135.64990234375,6202.91015625,0
2011-10-07,6281.8798828125,6329.759765625,6248.97998046875,6248.97998046875,0
2011-10-10,6385.93017578125,6395.02978515625,6279.81982421875,6289.6298828125,0
2011-10-11,6394.14013671875,6469.02978515625,6382.72998046875,6414.14013671875,0
2011-10-12,6532.64013671875,6540.2998046875,6422.72021484375,6422.77978515625,0
2011-10-13,6511.64990234375,6580.39990234375,6502.3701171875,6554.06005859375,0
2011-10-14,6567.080078125,6575.41015625,6498.39013671875,6498.75,0
2011-10-17,6552.5,6600.8701171875,6524.83984375,6588.68994140625,0
2011-10-18,6458.31005859375,6500.169921875,6431.6201171875,6500.169921875,0
2011-10-19,6568.9501953125,6575.7900390625,6490.72021484375,6490.72021484375,0
2011-10-20,6515.68017578125,6525.8798828125,6459.97021484375,6525.8798828125,0
2011-10-21,6461.1201171875,6550.58984375,6450.52001953125,6524.7900390625,0
2011-10-24,6496.7998046875,6565.2900390625,6486.7998046875,6516.18017578125,0
2011-10-25,6583.830078125,6603.1298828125,6475.3701171875,6515.93994140625,0
2011-10-28,6782.18994140625,6794.0498046875,6707.5,6707.5,0
2011-10-31,6763.259765625,6796.7900390625,6748.68017578125,6781.89013671875,0
2011-11-01,6695.18017578125,6758.22998046875,6670.919921875,6723.25,0
2011-11-02,6693.5400390625,6738.64990234375,6659.97021484375,6659.97021484375,0
2011-11-03,6706.10009765625,6718.75,6641.83984375,6686.6201171875,0
2011-11-04,6742.080078125,6787.419921875,6714.7099609375,6755.1298828125,0
2011-11-08,6742.52001953125,6768.5400390625,6708.91015625,6747.990234375,0
2011-11-09,6655.75,6769.9501953125,6646.93994140625,6761.4599609375,0
