Method,Avg_Return_%,Avg_Sharpe,Avg_Volatility_%,Concentration_HHI
Quantum,242.8640845043041,5.104924856678257,47.00953584169967,0.08746662306419511
Greedy,257.14398439316517,5.25336672898876,48.56001534293889,0.1138852115734343
Classical,270.99452091979674,5.490597841650906,48.47097731056508,0.11985403056678372
