,Total Return,Annualized Return,Volatility,Sharpe Ratio,Max Drawdown
Classical,0.11702470251462405,0.022764111047324675,0.14928553048194046,-0.18244158603147503,-0.305818578964799
Quantum,1.0510092077513487,0.1573135537350201,0.13788245044275613,0.7782974076136894,-0.224620428341897
Quantum_Rebalanced,3.498482607828593,0.35777245004763136,0.19303561643141787,1.5943816780411477,-0.32328601998476447
