Month,Classical,Quantum,Quantum+Rebal
2025-09-30,1000000.0,1000000.0,1000000.0
2025-10-31,1007323.1420219339,1012702.967629125,1011826.6942798975
2025-11-30,936490.6525800151,1002539.6248284255,1003384.6769012072
2025-12-31,978647.9526417707,1011172.9578774193,1018339.4930684004
2026-01-31,899461.6953533208,968604.9711962686,963620.8031563221
2026-02-28,952976.7865358044,1034067.0343342582,1021469.4793129213
2026-03-31,923556.174757904,1001159.8874492378,988259.9364787186
