Month,Classical,Quantum,Quantum+Rebal
2022-01-31,0.0,0.0,0.0
2022-02-28,-8.600791555642463,-21.067015679302504,-21.067015679302504
2022-03-31,2.1953812548557883,-15.817130869889585,-15.817130869889585
2022-04-30,2.320161346470173,-15.48048456434058,-15.179406814103169
2022-05-31,-4.617661477966795,-23.119122953792846,-19.85212321410932
2022-06-30,-7.867225290327317,-31.712017577674466,-25.23497652352328
