Month,Classical,Quantum,Quantum+Rebal
2020-02-29,0.0,0.0,0.0
2020-03-31,-23.6727535289185,-24.16471445557796,-24.16471445557796
2020-04-30,-14.729849234746005,-9.596090163430294,-9.596090163430294
