group,scenario,label,classical_return,classical_sharpe,quantum_return,quantum_sharpe,quantum_rebal_return,quantum_rebal_sharpe
crash,COVID Peak Crash,C-COVID,-18.619598196154886,-2.561065857136931,-18.9466997045588,-2.49761328526067,,
crash,China Bubble Burst Peak,C-CHINA,3.9839865352029324,0.4017476761118426,52.98882426485678,4.4332508539769755,,
crash,European Debt Stress,C-EU,10.10129482845452,0.9281482810580478,21.174840806456107,2.1524679599860175,,
crash,2022 Global Bear Phase,C-2022,-13.572477202056488,-1.49660990860795,-13.17620109313119,-1.4042129056101547,,
