Regime,q_risk,beta_downside,lambda_card,gamma_sector,rebalance_days,transaction_cost,Q_TotalReturn,Q_AnnReturn,Q_Vol,Q_Sharpe,Q_MaxDD,QR_TotalReturn,QR_AnnReturn,QR_Vol,QR_Sharpe,QR_MaxDD,SelectedCount
R001,0.8,0.3,3.0,0.2,42,0.0005,1.0510092077513487,0.1573135537350201,0.13788245044275613,0.7782974076136894,-0.224620428341897,3.1876421442058867,0.338142251857696,0.1849694519036126,1.5577829143800817,-0.2706986868699395,40
R002,0.8,0.3,3.0,0.2,42,0.001,1.0510092077513487,0.1573135537350201,0.13788245044275613,0.7782974076136894,-0.224620428341897,3.155146457513384,0.33602372400350955,0.18484463620597727,1.5473736748562492,-0.27090695931585473,40
