Date,equal_weight,quantum,quantum_rebalanced
2021-04-07,0.009996588457905648,0.01231584584132207,0.01231584584132207
2021-04-08,0.00959312068658671,0.012669767501470803,0.012669767501470803
2021-04-09,-1.6277086568105366e-05,-0.01109976571030476,-0.01109976571030476
2021-04-12,-0.043198707211111464,-0.040907728437076366,-0.040907728437076366
2021-04-13,0.011057722543002357,-0.0006489922688441858,-0.0006489922688441858
2021-04-15,0.003984691616628898,0.01091273158174954,0.01091273158174954
2021-04-16,0.008566998636803996,0.0011637289526894462,0.0011637289526894462
2021-04-19,-0.018999391861796527,-0.019171960184911272,-0.019171960184911272
2021-04-20,0.001309880822911875,0.006829584722981832,0.006829584722981832
2021-04-22,0.001920901363966986,0.012928532326761782,0.012928532326761782
2021-04-23,-0.0031562562929178706,0.000251179035004557,0.000251179035004557
2021-04-26,0.009627622497928345,0.0070770930375422935,0.0070770930375422935
2021-04-27,0.010957469000859135,0.026964087768521036,0.026964087768521036
2021-04-28,0.008127215013639603,0.013258591526178377,0.013258591526178377
2021-04-29,0.003241096498652106,0.03355888759635985,0.03355888759635985
2021-04-30,-0.003927151755194275,-0.007310681227069202,-0.007310681227069202
2021-05-03,0.0062470712157179495,0.02491409073704621,0.02491409073704621
2021-05-04,-0.007063693129007062,-0.004022485628909923,-0.004022485628909923
2021-05-05,0.012369018350844604,0.009828080026440766,0.009828080026440766
2021-05-06,0.009263033714806329,0.01290917192590663,0.01290917192590663
2021-05-07,0.006251381707110415,0.04253847483707335,0.04253847483707335
2021-05-10,0.013268585280179393,0.019194660104073346,0.019194660104073346
2021-05-11,0.003213421448799786,0.009822496573969396,0.009822496573969396
2021-05-12,-0.009025661280216027,-0.029677373015275336,-0.029677373015275336
2021-05-14,-0.009222317445940332,-0.02574315259823049,-0.02574315259823049
2021-05-17,0.013216152323945692,0.011711838743749814,0.011711838743749814
2021-05-18,0.015376316125752366,0.027438729209471192,0.027438729209471192
2021-05-19,0.0016981368285989837,-0.0038579622842610816,-0.0038579622842610816
2021-05-20,-0.006317332964802268,-0.032186320989945505,-0.032186320989945505
2021-05-21,0.006761083375283892,0.011120860669258477,0.011120860669258477
2021-05-24,0.0034429166398682516,-0.009647455916763924,-0.009647455916763924
2021-05-25,0.004097342769920212,0.004018729827942209,0.004018729827942209
2021-05-26,0.0006023261280950755,-0.01223515589420189,-0.01223515589420189
2021-05-27,0.004286272465399,-0.005605292807581665,-0.005605292807581665
2021-05-28,-0.0011724537334786432,-0.006657398848931625,-0.006657398848931625
2021-05-31,0.00804827529791812,0.010704066349859619,0.010704066349859619
2021-06-01,-0.0006400777068027817,9.997112524332729e-05,9.997112524332729e-05
2021-06-02,0.008685049224443221,0.011944391299264412,0.011944391299264412
2021-06-03,0.00975988833305415,0.012491688649450593,0.012491688649450593
2021-06-04,0.003180594057882276,0.012008717391082467,0.012008717391082467
2021-06-07,0.006681811988434069,0.07262734092067546,0.07262734092067546
2021-06-08,0.004537692084624319,0.062231222906786995,0.062231222906786995
2021-06-09,-0.006486446831757978,-0.004160887504659423,-0.004160887504659423
2021-06-10,0.010337571072343033,0.011903204550981365,0.011903204550981365
2021-06-11,0.002335782146109988,-0.0012226458932453077,-0.0012226458932453077
2021-06-14,-0.0035870161628735607,-0.01585953425612146,-0.01585953425612146
2021-06-15,0.0035745506197872594,-0.015441477504777444,-0.015441477504777444
2021-06-16,-0.0082026885345278,-0.025719685200743962,-0.025719685200743962
2021-06-17,-0.008669461619172649,-0.03308946070760403,-0.03308946070760403
2021-06-18,-0.006118594065234241,-0.024801235272513475,-0.024801235272513475
2021-06-21,0.0055003268047759245,0.02299346928210418,0.02299346928210418
2021-06-22,0.0026454713297505428,0.016834108121888833,0.016834108121888833
2021-06-23,-0.00337404444143537,-0.006285417822912017,-0.006285417822912017
2021-06-24,0.00014078120892150247,-0.011114305093782667,-0.011114305093782667
2021-06-25,0.00737995337063669,0.014831090562944585,0.014831090562944585
2021-06-28,0.00369493291729096,0.00981509920273397,0.00981509920273397
2021-06-29,-0.003594350298126656,-0.008095032882779988,-0.008095032882779988
2021-06-30,0.0001450174933271667,-0.00829791590614286,-0.00829791590614286
2021-07-01,0.0004938436530700078,-0.015612511347144984,-0.01581717965908033
2021-07-02,0.0010578839021314964,-0.004881505262997899,-0.0032053868051164806
2021-07-05,0.0060524280079164725,-0.0005651707753942445,-0.002232401073770704
2021-07-06,-0.0016056901805511167,0.016497615696137013,0.0172403901394206
2021-07-07,0.005412166410833801,0.014344690760255886,0.011715370511820063
2021-07-08,-0.006089641523133247,-0.016183207501758286,-0.015393327156361672
2021-07-09,0.002513237694971999,0.020242527601611538,0.018248156113489327
2021-07-12,0.0024348469316685935,-0.008770296279389323,-0.008605772837956034
2021-07-13,0.0022103062035367187,-0.004401151636233372,-0.004867577053979644
2021-07-14,0.0026019285246404343,0.002960154890998948,0.0017760722386793411
2021-07-15,0.005520510608375828,0.0013445961686925968,0.000638017255374709
2021-07-16,0.0014335636163355717,0.012402812922062825,0.011933429525467654
2021-07-19,-0.00574822406448403,-0.013018063993202506,-0.013372073885295101
2021-07-20,-0.009826162219747492,-0.026776766411666677,-0.026795680146223855
2021-07-22,0.0154695293727202,0.031386685847666664,0.03129529066814802
2021-07-23,0.0022844980826357813,0.0019101898407610336,0.0014190588589056623
2021-07-26,0.0021771480427822797,0.0013114149894374396,4.339169014741832e-06
2021-07-27,-0.005754490958398188,0.00801979830946228,0.0061090979699055655
2021-07-28,-0.0013327138130467412,0.015395386211273395,0.014357677654989624
2021-07-29,0.0077490827094703054,0.031147114412335475,0.027100364660863376
2021-07-30,0.004681926419183879,-0.010022331985311274,-0.009350098192785298
2021-08-02,0.010926559692725423,-0.016559914410395574,-0.016513703150032605
2021-08-03,0.00731567145471805,0.0012718791610151947,0.001762408892365762
2021-08-04,-0.007292953396443371,-0.00555579963355101,-0.006747464588894317
2021-08-05,-0.00043224185074446065,0.004287693066652996,0.002581865763999154
2021-08-06,-0.00044561519173085256,0.005051594939627301,0.006838857022367565
2021-08-09,-0.00487762895451475,-0.014525468413623436,-0.01456481869929108
2021-08-10,-0.005908506917683277,-0.02926738561441039,-0.02928173922336065
2021-08-11,0.0010199973033205455,0.014627061891303868,0.01189197985795654
2021-08-12,0.005880050992388602,0.010311592830254013,0.01055602618095444
2021-08-13,0.0007731113748075652,0.008147032008584106,0.007202447173242051
2021-08-16,0.00061685466125046,0.02652535254369053,0.02446004471361343
2021-08-17,0.004632790277748218,-0.008036948988864989,-0.007761430193550427
2021-08-18,0.000897701257252787,-0.005994569653396482,-0.0064659699121941035
2021-08-20,-0.017038275134674062,-0.036375455795267755,-0.030958114459534062
2021-08-23,-0.004186293921880015,-0.013874206125705064,-0.013924346499070182
2021-08-24,0.011219381482823112,0.027035306669680167,0.026182386702368804
2021-08-25,0.0023580152339545643,0.0062182435649042935,0.008069245718984238
2021-08-26,6.926818043467529e-05,0.005473657642291698,0.007371794186751907
2021-08-27,0.011355012534712987,0.02289527470872078,0.02414014778336025
2021-08-30,0.01568148926871103,0.026462814222559528,0.025111023961919332
2021-08-31,0.013175384655040605,0.01658537529997266,0.017422197344427737
2021-09-01,0.003549866703326166,-0.0013918435198003714,0.0015609555945783533
2021-09-02,0.009463805158639548,0.01690943391605757,0.01793752542085164
2021-09-03,0.006587398246008139,-0.0024651667363226213,-0.004253482212250139
2021-09-06,0.0037302099826210886,-0.01769336576133697,-0.018964497890961492
2021-09-07,-0.004790810877605899,-0.018812307298232103,-0.019907100054437868
2021-09-08,0.0003469070014165722,0.012549557360500004,0.013437231774504902
2021-09-09,0.0027356108353099105,0.020345449364135026,0.021529324547567133
2021-09-13,0.0032326419852166228,-0.001801253181424134,-0.0030455520427318363
2021-09-14,0.004844296692113741,-0.005909507186482947,-0.005939556150360563
2021-09-15,0.007567349807440612,-0.0005001830099785912,-0.0006974189101028961
2021-09-16,0.0013589403838606233,-0.009975045503528452,-0.009690723122693244
2021-09-17,-0.006767080799655947,-0.01411823022050024,-0.011720639864764562
2021-09-20,-0.01867676138798818,-0.0634056439127876,-0.059781754380409904
2021-09-21,0.01104420452503342,0.014365125350776282,0.012481183254214849
2021-09-22,0.00797152861987214,0.007245911869231687,0.006809879357997175
2021-09-23,0.014137112017996447,0.00971062028893361,0.00953773052054032
2021-09-24,-0.005975371207196316,-0.02007091123907698,-0.01854036620977432
2021-09-27,-0.0012286069081097707,-0.0009056502772879546,-0.0008303883087251503
2021-09-28,-0.0051968402661669395,-0.001075022282068966,-0.001949285670455248
2021-09-29,0.007344009685695511,0.011532457358493177,0.011534251471764508
2021-09-30,-0.0007767559914846114,-0.006106289522425342,-0.006243106778100347
2021-10-01,-0.0031058362634198765,0.005079339320848492,0.004689767454273613
2021-10-04,0.010889984696407274,0.029719655492066344,0.031590123178389176
2021-10-05,0.004386187047408209,0.00751024727326592,0.0112592518287204
2021-10-06,-0.012556760412179147,-0.02655984934275607,-0.027793433501564515
2021-10-07,0.015380649533120865,0.001962489839328699,0.0016777742773784478
2021-10-08,0.0006060156313908117,0.0012423131323947062,7.785805997609249e-05
2021-10-11,0.006082412917214308,0.0039786334972040024,0.003432212219356952
2021-10-12,0.006379973516600735,0.005301379745417469,0.00443876766810646
2021-10-13,0.011220641123714422,0.02551527069776193,0.027467217932180887
2021-10-14,0.009957998506391185,0.023566459849695916,0.025946643402585907
2021-10-18,0.006969742766658845,0.03681940858226586,0.04218200842796247
2021-10-19,-0.014357353909547252,-0.014380826580425691,-0.010802929995301374
2021-10-20,-0.014119175766438686,-0.01877596434208732,-0.019693465251579726
2021-10-21,-0.00902729079895485,0.0006221056943228923,0.0038498752979713472
2021-10-22,-0.010504240255881866,-0.027887995597537206,-0.030697771160122598
2021-10-25,-0.008708115699096242,-0.021345586988682122,-0.025078229909732675
2021-10-26,0.014562842541077274,0.02792236986006233,0.02557010194717054
2021-10-27,0.00012544925021001387,-0.01834297612321198,-0.019701563210950773
2021-10-28,-0.01740569964403546,-0.026024945704859238,-0.027981356338176208
2021-10-29,0.0008636196338048162,-0.0043557926287838234,-0.007580019276509193
2021-11-01,0.01789305193746659,0.023129194842270807,0.021602759533239157
2021-11-02,-0.0007451777605070846,-0.013325373555820946,-0.009287326758379011
2021-11-03,0.0016096453480585065,0.003975257724688992,0.0026242376824624166
2021-11-04,0.006699449844674684,0.007287488012949346,0.008980497508931613
2021-11-08,0.010957875195976706,0.0038069147694493616,0.0020951354900881
2021-11-09,0.004670913016332944,0.019224288424999333,0.023384809995297535
2021-11-10,-0.0027192980981482567,-0.013486927744052786,-0.010786475925480921
2021-11-11,-0.008193740354958514,-0.011268968576711003,-0.012909201810634333
2021-11-12,0.010027152030139656,-0.00011496150236364505,0.0011778411176190397
2021-11-15,0.004338997156941002,-0.007295637477501271,-0.005312100333494512
2021-11-16,-0.001619817473542656,-0.0031839296345530827,-0.002455099599957527
2021-11-17,-0.0025769946970854675,-0.009644485657779074,-0.010765689513339794
2021-11-18,-0.015546238937028016,-0.01787286014566689,-0.01653500321024741
2021-11-22,-0.02384864472983426,-0.02442807269647857,-0.024528750397883492
2021-11-23,0.013442920847470443,0.03162294453021171,0.033428119323248975
2021-11-24,-0.0037746863437364566,-0.0020344056911778064,-0.0011687763658052644
2021-11-25,0.004826255200881347,-0.0022042161544513056,-0.002528405799931968
2021-11-26,-0.03100545879117518,-0.03602184290546401,-0.03439455109424251
2021-11-29,-0.005210308072111313,-0.006098635346279819,-0.008340751388863067
2021-11-30,-0.00020938153383524166,-0.01789130683532077,-0.014120816831748182
2021-12-01,0.006622521364168312,0.015286515783862564,0.015974259939003654
2021-12-02,0.012555991794936681,0.015318829959668294,0.013502994314864595
2021-12-03,-0.005380941014776919,-0.003789237056980856,-0.004963621071590911
2021-12-06,-0.01711262100400282,-0.016539696105830424,-0.016880946829903883
2021-12-07,0.013909644657093219,0.02146780769552756,0.019244632935532417
2021-12-08,0.015127060015093502,0.020540430371257322,0.021633345087887765
2021-12-09,0.004915755345356565,0.0009405654664078325,0.0002089246292470235
2021-12-10,0.003191052843093832,0.004610714817084708,0.0047413562700101795
2021-12-13,-0.0022742648622730375,-0.006757342181619846,-0.006068694132601601
2021-12-14,-0.00204778352618205,0.0006375056787387401,0.0002953084454518581
2021-12-15,-0.00714128799934837,-0.004778200865673805,-0.004616074272096203
2021-12-16,-0.0016638763237223876,-0.0025227104915147556,-0.003143397079856327
2021-12-17,-0.01896108600895034,-0.019769730946404617,-0.019243794418035098
2021-12-20,-0.027440254679978376,-0.03744442955406769,-0.03548093426680734
2021-12-21,0.014500716377136628,0.025903274519205256,0.024935379335180405
2021-12-22,0.013016542503883781,0.012224905005502721,0.011198547280625236
2021-12-23,0.009132175093647292,-0.002150402658984402,-0.0023978709074849902
2021-12-24,-0.007544607243937359,-0.0080467954677882,-0.007535110013750012
2021-12-27,0.004387980284426723,0.008321408230288891,0.008421621461973821
2021-12-28,0.009481834226663164,0.008683189041801855,0.009395961590449689
2021-12-29,-3.592202363782826e-05,-0.004371654444306017,-0.00445209987565538
2021-12-30,-0.0004290237527650356,-0.005546538170557758,-0.004655114870818847
2021-12-31,0.013085949153111726,0.009809582801027623,0.009344020854943224
2022-01-03,0.009301528213540923,0.02260082227650294,0.021227976978354855
2022-01-04,0.0031146180683299315,-0.0010489117764704919,-0.0011572199137263664
2022-01-05,0.0032289003123471675,0.003766991845595515,0.0033253948431053205
2022-01-06,-0.0035724661036299933,-0.009907483478748286,-0.009151877766753158
2022-01-07,0.005581087162674896,0.001170528172917545,0.001733599361796818
2022-01-10,0.005517648562244933,0.027668136157295933,0.031588841983276945
2022-01-11,-0.00015600966735014447,-0.016586519024703247,-0.015189831626087467
2022-01-12,0.009251253711555253,0.04104655005244982,0.04537723648802362
2022-01-13,0.004002666251253383,0.016083600391608797,0.012696521605247387
2022-01-14,-0.0009391700805899163,-0.003115946720522918,-0.002512459537269188
2022-01-17,0.004014743056680461,0.003417218701649005,0.0020775823881042177
2022-01-18,-0.017135676738378285,-0.029031035769737677,-0.03086928624941644
2022-01-19,-0.003946723903086617,0.01324317733019137,0.014943513057208306
2022-01-20,-0.0030924370125858277,-0.005977652799848784,-0.005576783049834008
2022-01-21,-0.015468438732085121,-0.024510401254526318,-0.024741422295243915
2022-01-24,-0.03273960289446553,-0.05326364144355373,-0.05385809940603166
2022-01-25,0.010114721514417382,0.02032396094072954,0.021966604989367023
2022-01-27,-0.015015581781316081,-0.019226509807293225,-0.018711508053924585
2022-01-28,0.007076924773707508,-0.00017328865209361406,-0.00026452952913376366
2022-01-31,0.013336127252770794,0.005391646325872459,0.005231887838350057
2022-02-01,0.01302711846594992,0.04116191628585553,0.03883658613768709
2022-02-02,0.008558532663213448,0.0007804567398387178,0.0006766745351760616
2022-02-03,-0.007887559856044103,-0.008284211345156004,-0.007953946359268226
2022-02-04,-0.003298328674375434,0.00494949415147271,0.005435704088000554
2022-02-07,-0.010616262377387607,0.0095203601444244,0.010956978783174257
2022-02-08,-0.003012796914916786,0.0026078083901574225,-9.299337773544844e-05
2022-02-09,0.012411237351639718,-0.0018160975592383809,-0.0020937330988887626
2022-02-10,0.006671182567830648,0.05432435100933826,0.060888571077553015
2022-02-11,-0.015084543076484276,0.005017147465289293,0.005977857479496654
2022-02-14,-0.03317284136982522,-0.05604829260519823,-0.05918304381802769
2022-02-15,0.02702181812659371,0.02786270012981497,0.02905308431074216
2022-02-16,0.001209620540148159,0.0187093248242888,0.023318480679519006
2022-02-17,-0.0011232611475117085,0.011331906985005339,0.014007914460021635
2022-02-18,-0.006532921681429142,-0.0028809229967445655,-0.0029729400617192116
2022-02-21,-0.009605387398202336,-0.03492798239290134,-0.039131690796955436
2022-02-22,-0.005296270162211914,-0.018714179382483407,-0.01656103772363915
2022-02-23,0.003688553417184008,0.011150527252550167,0.013763461860856661
2022-02-24,-0.05051072814571031,-0.07084825852555622,-0.07404588467724182
2022-02-25,0.03398878839695671,0.07086821978289681,0.07389095464563401
2022-02-28,0.011568706076634922,0.028942605196239736,0.02578034180525197
2022-03-02,-0.0025094587535571494,0.02476018129490765,0.02204760470828199
2022-03-03,-0.003990731309586193,0.011600302743914664,0.009361188985345511
2022-03-04,-0.01874934232592718,-0.019019915075010465,-0.0193130498601236
2022-03-07,-0.019038172123469248,-0.006909054356968791,-0.008373628706263146
2022-03-08,0.010628793451438268,-0.0011486994679439876,0.00038191047905007365
2022-03-09,0.014370158338684892,0.0033846706220494473,0.004586067892501653
2022-03-10,0.015202902679170627,0.023423865932522055,0.022733607086497274
2022-03-11,0.005674928887437562,-0.005319557364013802,-0.005671459861004563
2022-03-14,0.0008096211797286208,-0.002226603599596735,-0.0014931719798768998
2022-03-15,-0.010254734278429175,-0.024727096291378776,-0.022245949738096196
2022-03-16,0.020734886079929866,0.016469864835662158,0.01571055456092485
2022-03-17,0.01184892535037554,0.022014325307761186,0.021740815681537837
2022-03-21,-0.008022800862156771,-0.0019321544671195593,-0.00253881119744995
2022-03-22,0.004496199088273602,-0.003241851544623497,-0.003916377847042932
2022-03-23,0.0023291799609320334,0.029177310704398763,0.03079471608624405
2022-03-24,0.00337125430664712,0.018088223541132865,0.017387482708337232
2022-03-25,-0.0012437474855522361,0.020313127684853577,0.02565888431589887
2022-03-28,0.00023245874812055753,0.01844038523846074,0.02237851637528074
2022-03-29,0.007180086214567135,0.050179147516141456,0.05855236584542683
2022-03-30,0.00519924044102129,-0.0071979959560990675,-0.007639180516956537
2022-03-31,0.0033495918538214067,0.03538592881253381,0.03945376391787601
2022-04-01,0.012013255070214446,0.042557693989801346,0.04819279214901461
